bus,lat,lon,carrier,capacity_mw,sub_id,sub_name,eia_plant_code,eia_county,match_quality,county,load_zone,pv_region,wind_region
6175,30.2867,-97.7356,gas,27.6,810,AUSTIN 16,50118.0,Travis,matched_all,Travis,south,,
6175,30.2867,-97.7356,gas,26.1,810,AUSTIN 16,50118.0,Travis,matched_all,Travis,south,,
6182,29.3525,-98.5761,gas,46.0,816,SAN ANTONIO 38,3609.0,Bexar,matched_fuel,Bexar,south,,
6182,29.3525,-98.5761,gas,46.0,816,SAN ANTONIO 38,3609.0,Bexar,matched_fuel,Bexar,south,,
6182,29.3525,-98.5761,gas,46.0,816,SAN ANTONIO 38,3609.0,Bexar,matched_fuel,Bexar,south,,
6182,29.3525,-98.5761,gas,46.0,816,SAN ANTONIO 38,3609.0,Bexar,matched_fuel,Bexar,south,,
6213,30.556,-98.3384,hydro,27.0,840,MARBLE FALLS 2,3597.0,Burnet,matched_all,Burnet,south,,
6214,30.556,-98.3384,hydro,27.0,840,MARBLE FALLS 2,3597.0,Burnet,matched_all,Burnet,south,,
6233,30.3033,-97.6128,gas,52.0,854,AUSTIN 4,3548.0,Travis,matched_all,Travis,south,,
6233,30.3033,-97.6128,gas,52.0,854,AUSTIN 4,3548.0,Travis,matched_all,Travis,south,,
6233,30.3033,-97.6128,gas,52.0,854,AUSTIN 4,3548.0,Travis,matched_all,Travis,south,,
6233,30.3033,-97.6128,gas,52.0,854,AUSTIN 4,3548.0,Travis,matched_all,Travis,south,,
6242,29.308056,-98.3242,gas,420.0,858,ELMENDORF,3611.0,Bexar,matched_all,Bexar,south,,
6243,29.308056,-98.3242,gas,410.0,858,ELMENDORF,3611.0,Bexar,matched_all,Bexar,south,,
6254,30.2098,-97.6129,gas,47.3,863,AUSTIN 2,7900.0,Travis,matched_all,Travis,south,,
6254,30.2098,-97.6129,gas,47.3,863,AUSTIN 2,7900.0,Travis,matched_all,Travis,south,,
6254,30.2098,-97.6129,gas,47.3,863,AUSTIN 2,7900.0,Travis,matched_all,Travis,south,,
6254,30.2098,-97.6129,gas,47.3,863,AUSTIN 2,7900.0,Travis,matched_all,Travis,south,,
6257,30.2098,-97.6129,gas,161.0,863,AUSTIN 2,7900.0,Travis,matched_all,Travis,south,,
6258,30.2098,-97.6129,gas,151.0,863,AUSTIN 2,7900.0,Travis,matched_fuel,Travis,south,,
6259,30.2098,-97.6129,gas,47.3,863,AUSTIN 2,7900.0,Travis,matched_all,Travis,south,,
6260,30.2098,-97.6129,gas,47.3,863,AUSTIN 2,7900.0,Travis,matched_all,Travis,south,,
6277,29.875,-97.807,gas,18.4,870,KYLE,,,no match,Caldwell,south,,
6277,29.875,-97.807,gas,18.4,870,KYLE,,,no match,Caldwell,south,,
6277,29.875,-97.807,gas,18.4,870,KYLE,,,no match,Caldwell,south,,
6277,29.875,-97.807,gas,18.4,870,KYLE,,,no match,Caldwell,south,,
6277,29.875,-97.807,gas,18.4,870,KYLE,,,no match,Caldwell,south,,
6277,29.875,-97.807,gas,18.4,870,KYLE,,,no match,Caldwell,south,,
6277,29.875,-97.807,gas,18.4,870,KYLE,,,no match,Caldwell,south,,
6277,29.875,-97.807,gas,18.4,870,KYLE,,,no match,Caldwell,south,,
6277,29.875,-97.807,gas,18.4,870,KYLE,,,no match,Caldwell,south,,
6277,29.875,-97.807,gas,18.4,870,KYLE,,,no match,Caldwell,south,,
6295,30.1458,-97.55,gas,233.0,881,CEDAR CREEK 1,55168.0,Bastrop,matched_all,Bastrop,south,,
6296,30.1458,-97.55,gas,171.0,881,CEDAR CREEK 1,55168.0,Bastrop,matched_all,Bastrop,south,,
6297,30.1458,-97.55,gas,171.0,881,CEDAR CREEK 1,55168.0,Bastrop,matched_all,Bastrop,south,,
6301,29.7806,-97.9894,gas,231.0,882,NEW BRAUNFELS 1,55144.0,Hays,matched_all,Hays,south,,
6302,29.7806,-97.9894,gas,229.0,882,NEW BRAUNFELS 1,55144.0,Hays,matched_all,Hays,south,,
6303,29.7806,-97.9894,gas,228.0,882,NEW BRAUNFELS 1,55144.0,Hays,matched_all,Hays,south,,
6304,29.7806,-97.9894,gas,228.0,882,NEW BRAUNFELS 1,55144.0,Hays,matched_all,Hays,south,,
6329,28.871642,-97.696944,solar,10.0,900,NORDHEIM,64079.0,Karnes,matched_all,Karnes,south,SouthEast,
7005,29.72475,-95.176479,gas,171.0,923,PASADENA 2,55047.0,Harris,matched_all,Harris,houston,,
7006,29.72475,-95.176479,gas,171.0,923,PASADENA 2,55047.0,Harris,matched_all,Harris,houston,,
7007,29.72475,-95.176479,gas,167.0,923,PASADENA 2,55047.0,Harris,matched_all,Harris,houston,,
7008,29.72475,-95.176479,gas,166.0,923,PASADENA 2,55047.0,Harris,matched_all,Harris,houston,,
7009,29.72475,-95.176479,gas,71.0,923,PASADENA 2,55047.0,Harris,matched_all,Harris,houston,,
7021,28.8947,-97.135,gas,49.0,931,NURSERY,3631.0,Victoria,matched_all,Victoria,south,,
7022,28.8947,-97.135,gas,49.0,931,NURSERY,3631.0,Victoria,matched_all,Victoria,south,,
7023,28.8947,-97.135,gas,48.0,931,NURSERY,3631.0,Victoria,matched_all,Victoria,south,,
7024,28.8947,-97.135,gas,37.0,931,NURSERY,3631.0,Victoria,matched_all,Victoria,south,,
7029,28.5105,-96.7706,gas,15.0,935,PORT LAVACA,50150.0,Calhoun,matched_all,Calhoun,south,,
7029,28.5105,-96.7706,gas,15.0,935,PORT LAVACA,50150.0,Calhoun,matched_all,Calhoun,south,,
7029,28.5105,-96.7706,gas,12.0,935,PORT LAVACA,50150.0,Calhoun,matched_all,Calhoun,south,,
7031,28.5105,-96.7706,gas,30.0,935,PORT LAVACA,50150.0,Calhoun,matched_all,Calhoun,south,,
7032,28.5105,-96.7706,gas,30.0,935,PORT LAVACA,50150.0,Calhoun,matched_all,Calhoun,south,,
7033,28.5105,-96.7706,gas,30.0,935,PORT LAVACA,50150.0,Calhoun,matched_all,Calhoun,south,,
7034,28.5105,-96.7706,gas,15.0,935,PORT LAVACA,50150.0,Calhoun,matched_all,Calhoun,south,,
7045,28.7883,-97.01,gas,176.0,939,VICTORIA 2,3443.0,Victoria,matched_all,Victoria,south,,
7046,28.7883,-97.01,gas,112.0,939,VICTORIA 2,3443.0,Victoria,matched_fuel,Victoria,south,,
7054,29.883214,-95.111345,gas,43.0,945,HOUSTON 11,62548.0,Harris,matched_all,Harris,houston,,
7054,29.883214,-95.111345,gas,43.0,945,HOUSTON 11,62548.0,Harris,matched_all,Harris,houston,,
7058,28.6917,-96.5417,gas,58.0,948,POINT COMFORT 2,10554.0,Calhoun,matched_all,Calhoun,south,,
7058,28.6917,-96.5417,gas,47.3,948,POINT COMFORT 2,10554.0,Calhoun,matched_all,Calhoun,south,,
7058,28.6917,-96.5417,gas,38.0,948,POINT COMFORT 2,10554.0,Calhoun,matched_all,Calhoun,south,,
7058,28.6917,-96.5417,gas,32.0,948,POINT COMFORT 2,10554.0,Calhoun,matched_all,Calhoun,south,,
7058,28.6917,-96.5417,gas,28.5,948,POINT COMFORT 2,10554.0,Calhoun,matched_all,Calhoun,south,,
7061,28.6917,-96.5417,gas,97.0,948,POINT COMFORT 2,10554.0,Calhoun,matched_all,Calhoun,south,,
7062,28.6917,-96.5417,gas,97.0,948,POINT COMFORT 2,10554.0,Calhoun,matched_all,Calhoun,south,,
7063,28.6917,-96.5417,gas,72.0,948,POINT COMFORT 2,10554.0,Calhoun,matched_all,Calhoun,south,,
7064,28.6917,-96.5417,gas,72.0,948,POINT COMFORT 2,10554.0,Calhoun,matched_all,Calhoun,south,,
7065,28.6917,-96.5417,gas,72.0,948,POINT COMFORT 2,10554.0,Calhoun,matched_all,Calhoun,south,,
7066,28.6917,-96.5417,gas,72.0,948,POINT COMFORT 2,10554.0,Calhoun,matched_all,Calhoun,south,,
7075,29.723185,-95.128856,other,45.0,955,HOUSTON 10,50304.0,Harris,matched_all,Harris,houston,,
7075,29.723185,-95.128856,other,45.0,955,HOUSTON 10,50304.0,Harris,matched_all,Harris,houston,,
7079,29.75,-94.9256,gas,749.0,956,BAYTOWN 2,3460.0,Chambers,matched_all,Chambers,houston,,
7080,29.75,-94.9256,gas,745.0,956,BAYTOWN 2,3460.0,Chambers,matched_all,Chambers,houston,,
7086,29.739444,-95.194722,other,14.0,959,HOUSTON 16,58870.0,Harris,matched_all,Harris,houston,,
7098,28.795,-96.0481,nuclear,1300.0,968,WADSWORTH,6251.0,Matagorda,matched_all,Matagorda,south,,
7099,28.795,-96.0481,nuclear,1280.0,968,WADSWORTH,6251.0,Matagorda,matched_all,Matagorda,south,,
7107,29.713414,-95.134508,gas,282.0,973,DEER PARK,55464.0,Harris,matched_all,Harris,houston,,
7108,29.713414,-95.134508,gas,182.0,973,DEER PARK,55464.0,Harris,matched_all,Harris,houston,,
7109,29.713414,-95.134508,gas,182.0,973,DEER PARK,55464.0,Harris,matched_all,Harris,houston,,
7110,29.713414,-95.134508,gas,182.0,973,DEER PARK,55464.0,Harris,matched_all,Harris,houston,,
7111,29.713414,-95.134508,gas,182.0,973,DEER PARK,55464.0,Harris,matched_all,Harris,houston,,
7112,29.713414,-95.134508,gas,182.0,973,DEER PARK,55464.0,Harris,matched_all,Harris,houston,,
7116,29.631324,-96.076894,solar,10.0,974,WALLIS,61867.0,Austin,matched_all,Austin,south,FarEast,
7133,29.759124,-95.009648,gas,140.0,984,LAPORTE,10692.0,Harris,matched_all,Harris,houston,,
7134,29.759124,-95.009648,gas,78.0,984,LAPORTE,7325.0,Harris,matched_all,Harris,houston,,
7135,29.759124,-95.009648,gas,29.0,984,LAPORTE,10436.0,Harris,matched_all,Harris,houston,,
7136,29.759124,-95.009648,gas,29.0,984,LAPORTE,10436.0,Harris,matched_all,Harris,houston,,
7137,29.759124,-95.009648,gas,29.0,984,LAPORTE,10436.0,Harris,matched_all,Harris,houston,,
7144,29.6981,-95.2547,gas,35.0,986,HOUSTON 14,50229.0,Harris,matched_all,Harris,houston,,
7159,29.9417,-95.5306,gas,54.0,998,HOUSTON 5,3469.0,Harris,matched_all,Harris,houston,,
7159,29.9417,-95.5306,gas,54.0,998,HOUSTON 5,3469.0,Harris,matched_all,Harris,houston,,
7159,29.9417,-95.5306,gas,54.0,998,HOUSTON 5,3469.0,Harris,matched_all,Harris,houston,,
7159,29.9417,-95.5306,gas,54.0,998,HOUSTON 5,3469.0,Harris,matched_all,Harris,houston,,
7159,29.9417,-95.5306,gas,54.0,998,HOUSTON 5,3469.0,Harris,matched_all,Harris,houston,,
7159,29.9417,-95.5306,gas,54.0,998,HOUSTON 5,3469.0,Harris,matched_all,Harris,houston,,
7159,29.9417,-95.5306,gas,54.0,998,HOUSTON 5,3469.0,Harris,matched_all,Harris,houston,,
7159,29.9417,-95.5306,gas,14.0,998,HOUSTON 5,3469.0,Harris,matched_all,Harris,houston,,
7162,29.9417,-95.5306,gas,110.0,998,HOUSTON 5,3469.0,Harris,matched_all,Harris,houston,,
7163,29.9417,-95.5306,gas,110.0,998,HOUSTON 5,3469.0,Harris,matched_all,Harris,houston,,
7164,29.9417,-95.5306,gas,56.0,998,HOUSTON 5,3469.0,Harris,matched_all,Harris,houston,,
7165,29.9417,-95.5306,gas,56.0,998,HOUSTON 5,3469.0,Harris,matched_all,Harris,houston,,
7166,29.9417,-95.5306,gas,56.0,998,HOUSTON 5,3469.0,Harris,matched_all,Harris,houston,,
7167,29.9417,-95.5306,gas,56.0,998,HOUSTON 5,3469.0,Harris,matched_all,Harris,houston,,
7168,29.9417,-95.5306,gas,56.0,998,HOUSTON 5,3469.0,Harris,matched_all,Harris,houston,,
7169,29.9417,-95.5306,gas,56.0,998,HOUSTON 5,3469.0,Harris,matched_all,Harris,houston,,
7170,29.9417,-95.5306,gas,54.0,998,HOUSTON 5,3469.0,Harris,matched_all,Harris,houston,,
7184,29.480277,-95.620277,gas,44.5,1009,MISSOURI CITY 2,64383.0,Fort Bend,matched_fuel,Fort Bend,houston,,
7184,29.480277,-95.620277,gas,44.5,1009,MISSOURI CITY 2,64383.0,Fort Bend,matched_fuel,Fort Bend,houston,,
7184,29.480277,-95.620277,gas,44.5,1009,MISSOURI CITY 2,64383.0,Fort Bend,matched_fuel,Fort Bend,houston,,
7184,29.480277,-95.620277,gas,44.5,1009,MISSOURI CITY 2,64383.0,Fort Bend,matched_fuel,Fort Bend,houston,,
7184,29.480277,-95.620277,gas,44.5,1009,MISSOURI CITY 2,64383.0,Fort Bend,matched_fuel,Fort Bend,houston,,
7184,29.480277,-95.620277,gas,44.5,1009,MISSOURI CITY 2,64383.0,Fort Bend,matched_fuel,Fort Bend,houston,,
7184,29.480277,-95.620277,gas,44.5,1009,MISSOURI CITY 2,64383.0,Fort Bend,matched_fuel,Fort Bend,houston,,
7184,29.480277,-95.620277,gas,44.5,1009,MISSOURI CITY 2,64383.0,Fort Bend,matched_fuel,Fort Bend,houston,,
7224,29.703454,-95.398317,gas,50.0,1027,HOUSTON 43,57504.0,Harris,matched_all,Harris,houston,,
7224,29.703454,-95.398317,gas,47.0,1027,HOUSTON 43,57504.0,Harris,matched_all,Harris,houston,,
7230,29.537482,-95.969548,solar,10.0,1031,BEASLEY,61868.0,Fort Bend,matched_all,Fort Bend,houston,FarEast,
7266,29.6225,-95.0458,gas,75.0,1062,PASADENA 3,10298.0,Harris,matched_all,Harris,houston,,
7267,29.6225,-95.0458,gas,75.0,1062,PASADENA 3,10298.0,Harris,matched_all,Harris,houston,,
7268,29.6225,-95.0458,gas,75.0,1062,PASADENA 3,10298.0,Harris,matched_all,Harris,houston,,
7269,29.6225,-95.0458,gas,75.0,1062,PASADENA 3,10298.0,Harris,matched_all,Harris,houston,,
7280,29.7731,-94.9019,gas,258.0,1069,MONT BELVIEU,55327.0,Chambers,matched_all,Chambers,houston,,
7281,29.7731,-94.9019,gas,198.0,1069,MONT BELVIEU,55327.0,Chambers,matched_all,Chambers,houston,,
7284,29.751645,-94.92312,gas,178.0,1070,BAYTOWN 3,56806.0,Chambers,matched_all,Chambers,houston,,
7285,29.751645,-94.92312,gas,163.0,1070,BAYTOWN 3,56806.0,Chambers,matched_all,Chambers,houston,,
7286,29.751645,-94.92312,gas,163.0,1070,BAYTOWN 3,56806.0,Chambers,matched_all,Chambers,houston,,
7307,29.289415,-96.065399,gas,478.4,1085,WHARTON 1,60122.0,Wharton,matched_all,Wharton,south,,
7308,29.289415,-96.065399,gas,335.0,1085,WHARTON 1,60122.0,Wharton,matched_all,Wharton,south,,
7309,29.289415,-96.065399,gas,329.3,1085,WHARTON 1,60122.0,Wharton,matched_all,Wharton,south,,
7312,29.002,-95.394,other,11.7,1086,LAKE JACKSON,55311.0,Brazoria,matched_all,Brazoria,houston,,
7323,28.9802,-95.342,gas,160.0,1093,FREEPORT 1,56152.0,Brazoria,matched_all,Brazoria,houston,,
7324,28.9802,-95.342,gas,73.0,1093,FREEPORT 1,59145.0,Brazoria,matched_all,Brazoria,houston,,
7325,28.9802,-95.342,gas,73.0,1093,FREEPORT 1,59145.0,Brazoria,matched_all,Brazoria,houston,,
7326,28.9802,-95.342,gas,73.0,1093,FREEPORT 1,59145.0,Brazoria,matched_all,Brazoria,houston,,
7329,29.2639,-95.8997,gas,69.0,1094,NEWGULF,50137.0,Wharton,matched_fuel,Wharton,south,,
7334,29.7189,-95.2319,gas,241.0,1096,PASADENA 1,55299.0,Harris,matched_all,Harris,houston,,
7335,29.7189,-95.2319,gas,173.0,1096,PASADENA 1,55047.0,Harris,matched_all,Harris,houston,,
7349,29.4828,-95.6311,coal,664.0,1105,THOMPSONS,3470.0,Fort Bend,matched_all,Fort Bend,houston,,
7350,29.4828,-95.6311,coal,663.0,1105,THOMPSONS,3470.0,Fort Bend,matched_all,Fort Bend,houston,,
7351,29.4828,-95.6311,coal,610.0,1105,THOMPSONS,3470.0,Fort Bend,matched_all,Fort Bend,houston,,
7352,29.4828,-95.6311,coal,577.0,1105,THOMPSONS,3470.0,Fort Bend,matched_all,Fort Bend,houston,,
7353,29.4828,-95.6311,gas,552.0,1105,THOMPSONS,3470.0,Fort Bend,matched_all,Fort Bend,houston,,
7354,29.4828,-95.6311,gas,240.0,1105,THOMPSONS,55357.0,Fort Bend,matched_all,Fort Bend,houston,,
7355,29.4828,-95.6311,gas,169.0,1105,THOMPSONS,3470.0,Fort Bend,matched_all,Fort Bend,houston,,
7356,29.4828,-95.6311,gas,169.0,1105,THOMPSONS,3470.0,Fort Bend,matched_all,Fort Bend,houston,,
7357,29.4828,-95.6311,gas,13.0,1105,THOMPSONS,3470.0,Fort Bend,matched_fuel,Fort Bend,houston,,
7369,29.836952,-95.121744,gas,163.0,1110,CHANNELVIEW 1,55187.0,Harris,matched_all,Harris,houston,,
7370,29.836952,-95.121744,gas,163.0,1110,CHANNELVIEW 1,55187.0,Harris,matched_all,Harris,houston,,
7371,29.836952,-95.121744,gas,160.0,1110,CHANNELVIEW 1,55187.0,Harris,matched_all,Harris,houston,,
7372,29.836952,-95.121744,gas,159.0,1110,CHANNELVIEW 1,55187.0,Harris,matched_all,Harris,houston,,
7373,29.836952,-95.121744,gas,126.0,1110,CHANNELVIEW 1,55187.0,Harris,matched_all,Harris,houston,,
7392,29.838138,-94.900661,gas,12.3,1121,BAYTOWN 4,57322.0,Chambers,matched_fuel,Chambers,houston,,
7400,29.822201,-95.219429,gas,57.0,1129,HOUSTON 6,3464.0,Harris,matched_fuel,Harris,houston,,
7400,29.822201,-95.219429,gas,53.0,1129,HOUSTON 6,3464.0,Harris,matched_fuel,Harris,houston,,
7400,29.822201,-95.219429,gas,53.0,1129,HOUSTON 6,3464.0,Harris,matched_fuel,Harris,houston,,
7400,29.822201,-95.219429,gas,47.0,1129,HOUSTON 6,3464.0,Harris,matched_fuel,Harris,houston,,
7400,29.822201,-95.219429,gas,56.0,1129,HOUSTON 6,3464.0,Harris,matched_fuel,Harris,houston,,
7403,29.7028,-95.0718,gas,36.0,1130,PASADENA 4,10692.0,Harris,matched_all,Harris,houston,,
7403,29.7028,-95.0718,gas,36.0,1130,PASADENA 4,10692.0,Harris,matched_all,Harris,houston,,
7403,29.7028,-95.0718,gas,36.0,1130,PASADENA 4,10692.0,Harris,matched_all,Harris,houston,,
7403,29.7028,-95.0718,gas,36.0,1130,PASADENA 4,10692.0,Harris,matched_all,Harris,houston,,
7414,28.69637,-96.9453,gas,43.0,1138,VICTORIA 1,61242.0,Victoria,matched_all,Victoria,south,,
7414,28.69637,-96.9453,gas,43.0,1138,VICTORIA 1,61242.0,Victoria,matched_all,Victoria,south,,
7422,29.432362,-95.250698,battery,50.0,1143,ALVIN,65493.0,Brazoria,matched_all,Brazoria,houston,,
7428,28.991289,-95.407481,gas,35.0,1147,FREEPORT 2,52120.0,Brazoria,matched_fuel,Brazoria,houston,,
8020,32.4744,-95.7156,solar,59.0,1167,BEN WHEELER,62774.0,Van Zandt,matched_all,Van Zandt,north,FarEast,
8033,30.65991,-95.973798,battery,100.0,1176,SHIRO,65698.0,Grimes,matched_all,Grimes,north,,
8046,31.8907,-96.1131,gas,182.0,1183,FAIRFIELD 1,55226.0,Freestone,matched_all,Freestone,north,,
8047,31.8907,-96.1131,gas,182.0,1183,FAIRFIELD 1,55226.0,Freestone,matched_all,Freestone,north,,
8048,31.8907,-96.1131,gas,167.0,1183,FAIRFIELD 1,55226.0,Freestone,matched_all,Freestone,north,,
8049,31.8907,-96.1131,gas,167.0,1183,FAIRFIELD 1,55226.0,Freestone,matched_all,Freestone,north,,
8050,31.8907,-96.1131,gas,167.0,1183,FAIRFIELD 1,55226.0,Freestone,matched_all,Freestone,north,,
8051,31.8907,-96.1131,gas,167.0,1183,FAIRFIELD 1,55226.0,Freestone,matched_all,Freestone,north,,
8070,31.4219,-96.2525,coal,836.0,1195,JEWETT 1,298.0,Limestone,matched_all,Limestone,north,,
8071,31.4219,-96.2525,coal,824.0,1195,JEWETT 1,298.0,Limestone,matched_all,Limestone,north,,
8077,32.017826,-94.619743,gas,405.0,1198,MT. ENTERPRISE,55132.0,Rusk,matched_all,Rusk,north,,
8078,32.017826,-94.619743,gas,148.0,1198,MT. ENTERPRISE,55132.0,Rusk,matched_fuel,Rusk,north,,
8079,32.017826,-94.619743,gas,146.0,1198,MT. ENTERPRISE,55132.0,Rusk,matched_fuel,Rusk,north,,
8080,32.017826,-94.619743,gas,146.0,1198,MT. ENTERPRISE,55132.0,Rusk,matched_fuel,Rusk,north,,
8087,31.1803,-96.4866,coal,855.0,1200,FRANKLIN,6180.0,Robertson,matched_all,Robertson,north,,
8088,31.1803,-96.4866,coal,855.0,1200,FRANKLIN,6180.0,Robertson,matched_all,Robertson,north,,
8099,31.832132,-94.90064,biomass,100.0,1208,CUSHING 1,55708.0,Nacogdoches,matched_all,Nacogdoches,north,,
8115,31.93985,-94.989834,gas,502.0,1220,JACKSONVILLE 1,3504.0,Cherokee,matched_all,Cherokee,north,,
8116,31.93985,-94.989834,gas,167.0,1220,JACKSONVILLE 1,3504.0,Cherokee,matched_all,Cherokee,north,,
8139,30.617778,-96.343333,gas,32.4,1236,COLLEGE STATION 2,58151.0,Brazos,matched_all,Brazos,north,,
8139,30.617778,-96.343333,gas,11.0,1236,COLLEGE STATION 2,58151.0,Brazos,matched_all,Brazos,north,,
8141,30.881424,-96.62542,battery,50.0,1237,HEARNE,65694.0,Robertson,matched_all,Robertson,north,,
8152,30.64741,-96.372316,gas,21.0,1246,BRYAN 2,3561.0,Brazos,matched_all,Brazos,north,,
8158,30.7217,-96.4608,gas,47.1,1250,BRYAN 1,6243.0,Brazos,matched_all,Brazos,north,,
8158,30.7217,-96.4608,gas,47.1,1250,BRYAN 1,6243.0,Brazos,matched_all,Brazos,north,,
12502,32.2606,-94.5706,coal,805.0,1271,TATUM 1,6146.0,Rusk,matched_all,Rusk,north,,
12503,32.2606,-94.5706,coal,805.0,1271,TATUM 1,6146.0,Rusk,matched_all,Rusk,north,,
12504,32.2606,-94.5706,coal,800.0,1271,TATUM 1,6146.0,Rusk,matched_all,Rusk,north,,
12506,32.7563,-96.4916,gas,406.0,558,FORNEY,55480.0,Kaufman,matched_all,Kaufman,north,,
12507,32.7563,-96.4916,gas,406.0,558,FORNEY,55480.0,Kaufman,matched_all,Kaufman,north,,
12508,32.7563,-96.4916,gas,165.0,558,FORNEY,55480.0,Kaufman,matched_all,Kaufman,north,,
12509,32.7563,-96.4916,gas,165.0,558,FORNEY,55480.0,Kaufman,matched_all,Kaufman,north,,
12510,32.7563,-96.4916,gas,157.0,558,FORNEY,55480.0,Kaufman,matched_all,Kaufman,north,,
12511,32.7563,-96.4916,gas,157.0,558,FORNEY,55480.0,Kaufman,matched_all,Kaufman,north,,
12512,32.7563,-96.4916,gas,157.0,558,FORNEY,55480.0,Kaufman,matched_all,Kaufman,north,,
12513,32.7563,-96.4916,gas,157.0,558,FORNEY,55480.0,Kaufman,matched_all,Kaufman,north,,
12514,32.4302,-97.0537,gas,270.0,681,MIDLOTHIAN 1,55091.0,Ellis,matched_all,Ellis,north,,
12515,32.4302,-97.0537,gas,270.0,681,MIDLOTHIAN 1,55091.0,Ellis,matched_all,Ellis,north,,
12516,32.4302,-97.0537,gas,270.0,681,MIDLOTHIAN 1,55091.0,Ellis,matched_all,Ellis,north,,
12517,32.4302,-97.0537,gas,270.0,681,MIDLOTHIAN 1,55091.0,Ellis,matched_all,Ellis,north,,
12518,32.4302,-97.0537,gas,270.0,681,MIDLOTHIAN 1,55091.0,Ellis,matched_all,Ellis,north,,
12519,32.4302,-97.0537,gas,255.0,681,MIDLOTHIAN 1,55091.0,Ellis,matched_all,Ellis,north,,
12520,31.055833,-97.317222,gas,232.0,576,TEMPLE 1,58001.0,Bell,matched_all,Bell,south,,
12521,31.055833,-97.317222,gas,232.0,576,TEMPLE 1,58001.0,Bell,matched_all,Bell,south,,
12522,31.055833,-97.317222,gas,232.0,576,TEMPLE 1,58001.0,Bell,matched_all,Bell,south,,
12524,29.309722,-98.3203,coal,785.0,895,SAN ANTONIO 7,7097.0,Bexar,matched_all,Bexar,south,,
12525,29.309722,-98.3203,coal,560.0,895,SAN ANTONIO 7,7097.0,Bexar,matched_all,Bexar,south,,
12526,29.6244,-98.1419,gas,153.0,751,MARION 1,55153.0,Guadalupe,matched_all,Guadalupe,south,,
12527,29.6244,-98.1419,gas,153.0,751,MARION 1,55153.0,Guadalupe,matched_all,Guadalupe,south,,
12529,32.7283,-97.2192,gas,435.0,670,FORT WORTH 3,3491.0,Tarrant,matched_all,Tarrant,north,,
12530,32.7283,-97.2192,gas,435.0,670,FORT WORTH 3,3491.0,Tarrant,matched_all,Tarrant,north,,
12531,32.7283,-97.2192,gas,375.0,670,FORT WORTH 3,3491.0,Tarrant,matched_all,Tarrant,north,,
12532,33.101,-97.9574,gas,165.0,514,POOLVILLE,55230.0,Wise,matched_all,Jack,north,,
12533,33.101,-97.9574,gas,165.0,514,POOLVILLE,55230.0,Wise,matched_all,Jack,north,,
12534,33.101,-97.9574,gas,165.0,514,POOLVILLE,55230.0,Wise,matched_all,Jack,north,,
12537,32.8358,-96.5458,gas,523.0,592,SUNNYVALE,3452.0,Dallas,matched_all,Dallas,north,,
12538,32.8358,-96.5458,gas,392.0,592,SUNNYVALE,3452.0,Dallas,matched_all,Dallas,north,,
12540,29.7731,-94.9019,gas,198.0,1069,MONT BELVIEU,55327.0,Chambers,matched_all,Chambers,houston,,
12541,29.7731,-94.9019,gas,198.0,1069,MONT BELVIEU,55327.0,Chambers,matched_all,Chambers,houston,,
12542,28.6917,-96.5417,gas,72.0,948,POINT COMFORT 2,10554.0,Calhoun,matched_all,Calhoun,south,,
12543,28.6917,-96.5417,gas,72.0,948,POINT COMFORT 2,10554.0,Calhoun,matched_all,Calhoun,south,,
12545,29.191296,-95.967518,solar,510.0,1122,VAN VLECK,61875.0,Wharton,matched_fuel,Wharton,south,FarEast,
12546,29.191296,-95.967518,battery,305.0,1122,VAN VLECK,61875.0,Wharton,matched_location,Wharton,south,,
12548,31.8594,-97.3586,gas,158.0,414,CLIFTON 1,55172.0,Bosque,matched_all,Bosque,north,,
12549,31.8594,-97.3586,gas,158.0,414,CLIFTON 1,55172.0,Bosque,matched_all,Bosque,north,,
12550,31.8594,-97.3586,gas,157.0,414,CLIFTON 1,55172.0,Bosque,matched_all,Bosque,north,,
12551,31.8594,-97.3586,gas,82.0,414,CLIFTON 1,55172.0,Bosque,matched_all,Bosque,north,,
12552,29.7189,-95.2319,gas,173.0,1096,PASADENA 1,55047.0,Harris,matched_all,Harris,houston,,
12553,29.7189,-95.2319,gas,173.0,1096,PASADENA 1,55047.0,Harris,matched_all,Harris,houston,,
12557,33.0583,-97.9103,gas,245.0,1272,POOLVILLE 1,55320.0,Wise,matched_all,Wise,north,,
12558,33.0583,-97.9103,gas,245.0,1272,POOLVILLE 1,55320.0,Wise,matched_all,Wise,north,,
12559,33.0583,-97.9103,gas,245.0,1272,POOLVILLE 1,55320.0,Wise,matched_all,Wise,north,,
12561,26.3403,-98.19,gas,237.0,244,EDINBURG 2,55123.0,Hidalgo,matched_all,Hidalgo,south,,
12562,26.3403,-98.19,gas,215.0,244,EDINBURG 2,55545.0,Hidalgo,matched_all,Hidalgo,south,,
12563,26.3403,-98.19,gas,215.0,244,EDINBURG 2,55545.0,Hidalgo,matched_all,Hidalgo,south,,
12568,29.378097,-94.932773,gas,158.0,999,TEXAS CITY 1,55470.0,Galveston,matched_all,Galveston,houston,,
12569,29.378097,-94.932773,gas,158.0,999,TEXAS CITY 1,55470.0,Galveston,matched_all,Galveston,houston,,
12570,29.378097,-94.932773,gas,158.0,999,TEXAS CITY 1,55470.0,Galveston,matched_all,Galveston,houston,,
