name,bus,carrier,p_nom,marginal_cost
G819,13048,wind,200.2,0.0
G820,13049,wind,200.2,0.0
G821,13050,wind,200.1,0.0
G822,13052,wind,200.1,0.0
G823,13054,wind,200.0,0.0
G824,13056,wind,200.0,0.0
G825,13058,wind,200.0,0.0
G826,13060,wind,200.0,0.0
G827,13062,wind,200.0,0.0
G828,13064,wind,200.0,0.0
G829,13066,wind,200.0,0.0
G830,13068,wind,200.0,0.0
G831,13070,wind,200.0,0.0
G832,13072,solar,200.0,0.0
G833,13074,solar,200.0,0.0
G834,13076,wind,200.0,0.0
G835,13078,solar,200.0,0.0
G836,13080,solar,200.0,0.0
G837,13081,solar,200.0,0.0
G838,13082,solar,200.0,0.0
G839,13084,solar,200.0,0.0
G840,13086,battery,200.0,0.0
G841,13088,battery,200.0,0.0
G842,13090,battery,200.0,0.0
G843,13092,solar,200.0,0.0
G844,13094,battery,200.0,0.0
G845,13096,battery,200.0,0.0
G846,13098,battery,200.0,0.0
G847,13100,solar,200.0,0.0
G848,13102,solar,200.0,0.0
G849,13103,battery,200.0,0.0
G850,13105,solar,200.0,0.0
G851,13107,solar,200.0,0.0
G852,13109,battery,200.0,0.0
G853,13110,battery,200.0,0.0
G854,13112,wind,200.0,0.0
G855,13113,battery,200.0,0.0
G856,13115,solar,198.5,0.0
G857,13116,wind,198.5,0.0
G858,13118,wind,196.8,0.0
G859,13120,wind,196.7,0.0
G860,13121,solar,146.7,0.0
G861,13123,solar,196.3,0.0
G862,13125,wind,194.0,0.0
G863,13126,gas,48.0,28.55
G864,13126,gas,48.0,28.55
G865,13126,gas,48.0,28.55
G866,13126,gas,47.0,28.55
G867,13127,battery,190.0,0.0
G868,13128,battery,24.0,0.0
G869,13129,wind,165.0,0.0
G870,13130,wind,92.5,0.0
G871,13132,wind,188.0,0.0
G872,13134,wind,184.0,0.0
G873,13136,wind,183.8,0.0
G874,13138,solar,182.0,0.0
G875,13139,wind,181.7,0.0
G876,13141,solar,180.0,0.0
G877,13143,wind,180.0,0.0
G878,13145,solar,180.0,0.0
G879,13146,wind,175.3,0.0
G880,13148,battery,175.0,0.0
G881,13150,wind,174.0,0.0
G882,13151,battery,174.0,0.0
G883,13152,gas,34.0,28.55
G884,13153,gas,69.0,28.55
G885,13154,gas,69.0,28.55
G886,13156,wind,171.8,0.0
G887,13158,wind,169.5,0.0
G888,13160,wind,167.8,0.0
G889,13162,wind,166.4,0.0
G890,13164,wind,163.2,0.0
G891,13166,wind,163.0,0.0
G892,13168,wind,162.9,0.0
G893,13170,wind,162.1,0.0
G894,13172,wind,161.0,0.0
G895,13173,solar,161.0,0.0
G896,13175,wind,160.7,0.0
G897,13177,gas,80.0,28.55
G898,13178,gas,80.0,28.55
G899,13180,wind,160.0,0.0
G900,13182,battery,160.0,0.0
G901,13184,solar,159.8,0.0
G902,13185,wind,158.0,0.0
G903,13187,solar,157.5,0.0
G904,13188,solar,104.0,0.0
G905,13190,solar,154.0,0.0
G906,13192,wind,152.0,0.0
G907,13193,wind,151.5,0.0
G908,13195,wind,151.2,0.0
G909,13196,wind,151.2,0.0
G910,13197,wind,150.0,0.0
G911,13199,wind,150.0,0.0
G912,13201,wind,150.0,0.0
G913,13203,wind,150.0,0.0
G914,13205,wind,150.0,0.0
G915,13206,wind,150.0,0.0
G916,13208,wind,150.0,0.0
G917,13210,wind,150.0,0.0
G918,13212,solar,150.0,0.0
G919,13213,solar,150.0,0.0
G920,13215,solar,150.0,0.0
G921,13217,solar,150.0,0.0
G922,13219,battery,150.0,0.0
G923,13221,battery,150.0,0.0
G924,13223,battery,150.0,0.0
G925,13225,battery,150.0,0.0
G926,13227,battery,150.0,0.0
G927,13229,battery,150.0,0.0
G928,13231,battery,150.0,0.0
G929,13233,battery,150.0,0.0
G930,13235,battery,150.0,0.0
G931,13236,battery,150.0,0.0
G932,13238,solar,150.0,0.0
G933,13240,wind,149.3,0.0
G934,13242,wind,148.4,0.0
G935,13244,wind,148.0,0.0
G936,13245,solar,145.0,0.0
G937,13246,wind,144.0,0.0
G938,13248,wind,142.6,0.0
G939,13249,wind,140.0,0.0
G940,13250,solar,136.0,0.0
G941,13251,solar,135.0,0.0
G942,13252,solar,134.7,0.0
G943,13253,gas,31.0,28.55
G944,13253,gas,31.0,28.55
G945,13253,gas,18.0,28.55
G946,13253,gas,18.0,28.55
G947,13253,gas,18.0,28.55
G948,13253,gas,18.0,28.55
G949,13254,solar,67.2,0.0
G950,13255,battery,65.0,0.0
G951,13257,solar,131.0,0.0
G952,13258,wind,130.5,0.0
G953,13260,solar,130.0,0.0
G954,13261,solar,127.0,0.0
G955,13262,wind,126.5,0.0
G956,13263,wind,125.0,0.0
G957,13264,solar,125.0,0.0
G958,13265,battery,125.0,0.0
G959,13267,battery,125.0,0.0
G960,13269,solar,123.6,0.0
G961,13270,gas,42.0,28.55
G962,13270,gas,46.0,28.55
G963,13270,gas,16.0,28.55
G964,13270,gas,16.0,28.55
G965,13272,solar,120.0,0.0
G966,13273,battery,120.0,0.0
G967,13275,solar,118.5,0.0
G968,13276,gas,117.0,28.55
G969,13278,solar,116.0,0.0
G970,13279,wind,115.5,0.0
G971,13281,solar,115.0,0.0
G972,13283,wind,114.9,0.0
G973,13284,wind,114.0,0.0
G974,13286,solar,110.9,0.0
G975,13287,gas,40.0,28.55
G976,13287,gas,40.0,28.55
G977,13287,gas,30.0,28.55
G978,13288,wind,110.0,0.0
G979,13290,wind,110.0,0.0
G980,13292,solar,110.0,0.0
G981,13293,solar,100.0,0.0
G982,13295,solar,108.0,0.0
G983,13296,gas,45.0,28.55
G984,13296,gas,20.0,28.55
G985,13296,gas,42.0,28.55
G986,13298,battery,102.6,0.0
G987,13299,wind,101.2,0.0
G988,13301,solar,101.0,0.0
G989,13303,battery,101.0,0.0
G990,13305,battery,101.0,0.0
G991,13307,battery,100.8,0.0
G992,13308,wind,100.5,0.0
G993,13309,solar,100.1,0.0
G994,13311,solar,100.1,0.0
G995,13312,gas,42.0,28.55
G996,13312,gas,42.0,28.55
G997,13312,gas,16.0,28.55
G998,13314,solar,100.0,0.0
G999,13316,solar,100.0,0.0
G1000,13318,solar,100.0,0.0
G1001,13320,solar,100.0,0.0
G1002,13321,solar,100.0,0.0
G1003,13322,battery,100.0,0.0
G1004,13323,battery,100.0,0.0
G1005,13324,battery,100.0,0.0
G1006,13326,battery,100.0,0.0
G1007,13327,battery,100.0,0.0
G1008,13329,battery,100.0,0.0
G1009,13331,battery,100.0,0.0
G1010,13332,battery,100.0,0.0
G1011,13334,solar,100.0,0.0
G1012,13336,battery,100.0,0.0
G1013,13338,battery,100.0,0.0
G1014,13340,battery,100.0,0.0
G1015,13341,battery,100.0,0.0
G1016,13343,solar,100.0,0.0
G1017,13344,battery,100.0,0.0
G1018,13345,battery,100.0,0.0
G1019,13346,battery,100.0,0.0
G1020,13347,battery,100.0,0.0
G1021,13348,battery,100.0,0.0
G1022,13350,wind,99.4,0.0
G1023,13351,wind,98.8,0.0
G1024,13352,wind,95.3,0.0
G1025,13353,wind,92.3,0.0
G1026,13354,gas,75.0,28.55
G1027,13355,gas,43.0,28.55
G1028,13355,gas,43.0,28.55
G1029,13356,gas,43.0,28.55
G1030,13356,gas,43.0,28.55
G1031,13357,gas,43.0,28.55
G1032,13357,gas,43.0,28.55
G1033,13358,gas,43.0,28.55
G1034,13358,gas,43.0,28.55
G1035,13360,wind,84.0,0.0
G1036,13362,wind,82.5,0.0
G1037,13363,solar,82.5,0.0
G1038,13365,wind,82.0,0.0
G1039,13367,wind,80.5,0.0
G1040,13368,solar,80.0,0.0
G1041,13370,solar,78.1,0.0
G1042,13372,wind,78.0,0.0
G1043,13374,wind,78.0,0.0
G1044,13376,gas,75.0,28.55
G1045,13377,gas,18.0,28.55
G1046,13377,gas,18.0,28.55
G1047,13377,gas,38.0,28.55
G1048,13379,gas,74.0,28.55
G1049,13381,battery,71.5,0.0
G1050,13383,solar,71.4,0.0
G1051,13384,gas,70.0,28.55
G1052,13386,battery,70.0,0.0
G1053,13388,solar,60.2,0.0
G1054,13389,battery,60.0,0.0
G1055,13390,solar,59.0,0.0
G1056,13391,hydro,29.0,1.71
G1057,13391,hydro,29.0,1.71
G1058,13392,wind,57.0,0.0
G1059,13393,hydro,26.0,1.71
G1060,13393,hydro,26.0,1.71
G1061,13394,solar,50.7,0.0
G1062,13395,wind,50.4,0.0
G1063,13396,wind,50.4,0.0
G1064,13397,solar,30.2,0.0
G1065,13397,solar,20.0,0.0
G1066,13398,biomass,32.0,46.43
G1067,13398,biomass,18.0,46.43
G1068,13399,solar,50.0,0.0
G1069,13400,solar,50.0,0.0
G1070,13401,solar,50.0,0.0
G1071,13402,battery,50.0,0.0
G1072,13403,battery,50.0,0.0
G1073,13404,battery,50.0,0.0
G1074,13405,wind,49.5,0.0
G1075,13406,gas,42.5,28.55
G1076,13407,other,23.8,55.0
G1077,13407,other,15.0,55.0
G1078,13408,other,38.0,55.0
G1079,13409,wind,34.3,0.0
G1080,13410,gas,32.0,28.55
G1081,13411,solar,30.0,0.0
G1082,13412,battery,30.0,0.0
G1083,13413,solar,30.0,0.0
G1084,13414,solar,30.0,0.0
G1085,13415,battery,24.8,0.0
G1086,13416,solar,24.8,0.0
G1087,13417,gas,20.0,28.55
G1088,13418,solar,13.5,0.0
G1089,13419,wind,10.0,0.0
G1090,13420,wind,10.0,0.0
G1091,13421,solar,10.0,0.0
G1092,13422,solar,10.0,0.0
G1093,13423,solar,10.0,0.0
G1094,13424,solar,10.0,0.0
G1095,13425,battery,10.0,0.0
G1096,13426,battery,10.0,0.0
G1097,13427,battery,10.0,0.0
G1098,13428,battery,10.0,0.0
