DeliveryDate,HourEnding,ConstraintID,ConstraintName,ContingencyName,ConstraintLimit,ConstraintValue,ViolationAmount,ShadowPrice,FromStation,ToStation,FromStationkV,ToStationkV,DeliveryTime,DSTFlag
07/23/2025,07:00,213, 138_IH2_COT_1, SSTAWIC8,409,409,0,0.033, IH20, TNCOLIET,138,138, 07/23/2025 06:00:00,N
07/23/2025,07:00,187, ZAPATA_TRA1,  BASE CASE,25,25,0,0.003, ZAPATA, ZAPATA,138,12.5, 07/23/2025 06:00:00,N
07/23/2025,07:00,188, 6437__F, DMTSCOS5,216,216,0,0.832, SCRCV, KNAPP,138,138, 07/23/2025 06:00:00,N
07/23/2025,07:00,189, 6240__C, DMTSCOS5,203,203,0,4.527, SACRC, DPCRK,138,138, 07/23/2025 06:00:00,N
07/23/2025,07:00,190, LPLMK_LPLNE_1, SBWDDBM5,218,218,0,0.771, LPLMK, LPLNE,115,115, 07/23/2025 06:00:00,N
07/23/2025,07:00,191, DCTM_OKLA1_1, XFSH58,300,300,0,0.019, DCTM, OKLA,345,345, 07/23/2025 06:00:00,N
07/23/2025,07:00,192, 6345__L, DMOSME25,217,217,0,47.737, SNDHT, WLFSW,138,138, 07/23/2025 06:00:00,N
07/23/2025,07:00,193, 6345__L, DWLFMET5,217,217,0,47.737, SNDHT, WLFSW,138,138, 07/23/2025 06:00:00,N
07/23/2025,07:00,194, 15060__B, SW_LVLT5,414,414,0,116.431, VEALMOOR, KOCHTAP,138,138, 07/23/2025 06:00:00,N
07/23/2025,07:00,195, 6056__A, DBAKCED5,1251,1251,0,4.617, LNGSW, CONSW,345,345, 07/23/2025 06:00:00,N
07/23/2025,07:00,196, HARGRO_TWINBU1_1, DBAKCED5,151,151,0,161.135, TWINBU, HARGROVE,138,138, 07/23/2025 06:00:00,N
07/23/2025,07:00,197, DEL_MA_LAREDO1_1, MFOAVLO5,271,271,0,0.773, LAREDO, DEL_MAR,138,138, 07/23/2025 06:00:00,N
07/23/2025,07:00,198, 6830__B, DGRMGRS8,49,49,0,0.221, CRDSW, OLNEY,69,69, 07/23/2025 06:00:00,N
07/23/2025,07:00,199, LENSW_PUTN2_1,  BASE CASE,72,72,0,0.827, LENSW, PUTN,138,138, 07/23/2025 06:00:00,N
07/23/2025,07:00,200, 941__C, SENWSHK8,248,248,0,0.166, ENWSW, ENSSO,138,138, 07/23/2025 06:00:00,N
07/23/2025,07:00,201, SANA_FMR1, SCOLBAL8,50,50,0,0.581, SANA, SANA,138,69, 07/23/2025 06:00:00,N
07/23/2025,07:00,202, 6217__A, SBUZLME8,217,217,0,6.34, WLVSW, GAILS,138,138, 07/23/2025 06:00:00,N
07/23/2025,07:00,203, 6217__A, SBUZHMP8,217,217,0,6.34, WLVSW, GAILS,138,138, 07/23/2025 06:00:00,N
07/23/2025,07:00,204, GATEWT_WORMSE1_1, MFOAVLO5,278,278,0,5.192, WORMSER, GATEWTP,138,138, 07/23/2025 06:00:00,N
07/23/2025,07:00,205, FREER_LOBO1_1, MFOAVLO5,39,39,0,1.53, LOBO, FREER,69,69, 07/23/2025 06:00:00,N
07/23/2025,07:00,206, BIGLAK_PHBL_T1_1, SOZNFRI9,38,38,0,135.462, BIGLAKE, PHBL_TAP,69,69, 07/23/2025 06:00:00,N
07/23/2025,07:00,207, ALPINE_BRONCO1_1, SCOCBAR9,60,60,0,0.005, BRONCO, ALPINE,69,69, 07/23/2025 06:00:00,N
07/23/2025,07:00,208, BELD_BRONCO1_1, SBROALP9,60,60,0,0.005, BRONCO, BELD,69,69, 07/23/2025 06:00:00,N
07/23/2025,07:00,209, VERTRE_WESLAU1_1, SMVRLA_8,156,156,0,0.517, VERTREES, WESLAU,138,138, 07/23/2025 06:00:00,N
07/23/2025,07:00,210, D5_S1_1, SP5CAG8,376,376,0,0.084, HOWARD, LEON_CRK,138,138, 07/23/2025 06:00:00,N
07/23/2025,07:00,211, CUELCA_THOMAS1_1, XBLE58,211,211,0,0.022, CUERO, THOMASTN,138,138, 07/23/2025 06:00:00,N
07/23/2025,07:00,212, 138_IH2_COT_1, SSTAPYO8,409,409,0,0.033, IH20, TNCOLIET,138,138, 07/23/2025 06:00:00,N
07/23/2025,07:00,186, DIESEL_FMR1,  BASE CASE,25,25,0,0.007, DIESEL, DIESEL,69,13, 07/23/2025 06:00:00,N
07/23/2025,08:00,221, OLS_JNES_1, XHA2S89,60,60,0,0.167, OLSEN, JNESBORO,69,69, 07/23/2025 07:00:00,N
07/23/2025,08:00,220, LPLMK_LPLNE_1, SBWDDBM5,218,218,0,0.347, LPLMK, LPLNE,115,115, 07/23/2025 07:00:00,N
07/23/2025,08:00,223, 6345__L, DMOSME25,217,217,0,24.803, SNDHT, WLFSW,138,138, 07/23/2025 07:00:00,N
07/23/2025,08:00,224, 6345__L, DWLFMET5,217,217,0,24.803, SNDHT, WLFSW,138,138, 07/23/2025 07:00:00,N
07/23/2025,08:00,225, 15060__B, SW_LVLT5,414,414,0,53.663, VEALMOOR, KOCHTAP,138,138, 07/23/2025 07:00:00,N
07/23/2025,08:00,226, 6056__A, DBAKCED5,1248,1248,0,1.732, LNGSW, CONSW,345,345, 07/23/2025 07:00:00,N
07/23/2025,08:00,227, HARGRO_TWINBU1_1, DBAKCED5,151,151,0,50.571, TWINBU, HARGROVE,138,138, 07/23/2025 07:00:00,N
07/23/2025,08:00,228, LENSW_PUTN2_1,  BASE CASE,72,72,0,0.387, LENSW, PUTN,138,138, 07/23/2025 07:00:00,N
07/23/2025,08:00,229, HOEFSROA_T1_O,  BASE CASE,9,9,0,0.004, HOEFSROA, HOEFSROA,69,12.5, 07/23/2025 07:00:00,N
07/23/2025,08:00,230, BELD_BRONCO1_1, XFTS89,60,60,0,0.104, BRONCO, BELD,69,69, 07/23/2025 07:00:00,N
07/23/2025,08:00,231, SANA_FMR1, SCOLBAL8,50,50,0,0.498, SANA, SANA,138,69, 07/23/2025 07:00:00,N
07/23/2025,08:00,232, FTST_SOLSTI1_1, DBAKSOL5,223,223,0,0.292, FTST, SOLSTICE,138,138, 07/23/2025 07:00:00,N
07/23/2025,08:00,233, BIGLAK_PHBL_T1_1, SOZNFRI9,38,38,0,41.331, BIGLAKE, PHBL_TAP,69,69, 07/23/2025 07:00:00,N
07/23/2025,08:00,234, D5_S1_1, SP5CAG8,375,375,0,0.066, HOWARD, LEON_CRK,138,138, 07/23/2025 07:00:00,N
07/23/2025,08:00,235, CUELCA_THOMAS1_1, XBLE58,211,211,0,0.02, CUERO, THOMASTN,138,138, 07/23/2025 07:00:00,N
07/23/2025,08:00,236, 138_IH2_COT_1, SSTAWIC8,409,409,0,0.319, IH20, TNCOLIET,138,138, 07/23/2025 07:00:00,N
07/23/2025,08:00,237, CELANE_KLEBER1_1, SN_SAJO5,211,211,0,0.003, KLEBERG, CELANEBI,138.10001,138, 07/23/2025 07:00:00,N
07/23/2025,08:00,238, NLARSW_PILONC1_1, MFOAVLO5,143,143,0,0.966, NLARSW, PILONCIL,138,138, 07/23/2025 07:00:00,N
07/23/2025,08:00,239, EQUIST_LON_HI1_1,  BASE CASE,205,205,0,0.002, LON_HILL, EQUISTAR,138.10001,138, 07/23/2025 07:00:00,N
07/23/2025,08:00,240, 6470__E, SMCDNAV8,216,216,0,0.735, PCTSW, FRSTP,138,138, 07/23/2025 07:00:00,N
07/23/2025,08:00,241, EQUIST_LON_HI1_1, SOXYEQU8,253,253,0,0.142, LON_HILL, EQUISTAR,138.10001,138, 07/23/2025 07:00:00,N
07/23/2025,08:00,214, MENPHT_YELWJC1_1,  BASE CASE,60,60,0,2.131, YELWJCKT, MENPHTAP,69,69, 07/23/2025 07:00:00,N
07/23/2025,08:00,215, DIESEL_FMR1,  BASE CASE,25,25,0,0.008, DIESEL, DIESEL,69,13, 07/23/2025 07:00:00,N
07/23/2025,08:00,216, ZAPATA_TRA1,  BASE CASE,25,25,0,0.003, ZAPATA, ZAPATA,138,12.5, 07/23/2025 07:00:00,N
07/23/2025,08:00,217, OLINGR_FMR1,  BASE CASE,100,100,0,0.001, OLINGR, OLINGR,138,69, 07/23/2025 07:00:00,N
07/23/2025,08:00,218, 6437__F, DMTSCOS5,216,216,0,0.187, SCRCV, KNAPP,138,138, 07/23/2025 07:00:00,N
07/23/2025,08:00,219, 6240__C, DMTSCOS5,203,203,0,3.83, SACRC, DPCRK,138,138, 07/23/2025 07:00:00,N
07/23/2025,08:00,222, DCTM_OKLA1_1, XFSH58,300,300,0,0.015, DCTM, OKLA,345,345, 07/23/2025 07:00:00,N
07/23/2025,09:00,242, HMLTN,  BASE CASE,59,59,0,6.917, , ,0,0, 07/23/2025 08:00:00,N
07/23/2025,09:00,275, SPUR_69_1, MPADMAT9,62,62,0,0.403, SPUR, SPUR,138,69, 07/23/2025 08:00:00,N
07/23/2025,09:00,244, DIESEL_FMR1,  BASE CASE,25,25,0,0.012, DIESEL, DIESEL,69,13, 07/23/2025 08:00:00,N
07/23/2025,09:00,245, ZAPATA_TRA1,  BASE CASE,25,25,0,0.004, ZAPATA, ZAPATA,138,12.5, 07/23/2025 08:00:00,N
07/23/2025,09:00,246, OLINGR_FMR1,  BASE CASE,100,100,0,0.006, OLINGR, OLINGR,138,69, 07/23/2025 08:00:00,N
07/23/2025,09:00,247, 6240__C, DMTSCOS5,202,202,0,0.173, SACRC, DPCRK,138,138, 07/23/2025 08:00:00,N
07/23/2025,09:00,248, HAMILT_MAXWEL1_1, DBIGKEN5,152,152,0,0.249, MAXWELL, HAMILTON,138,138, 07/23/2025 08:00:00,N
07/23/2025,09:00,249, TREADW_YELWJC1_1, DBIGKEN5,202,202,0,1.902, TREADWEL, YELWJCKT,138,138, 07/23/2025 08:00:00,N
07/23/2025,09:00,250, 6345__L, DMOSME25,216,216,0,2.554, SNDHT, WLFSW,138,138, 07/23/2025 08:00:00,N
07/23/2025,09:00,251, 6345__L, DWLFMET5,216,216,0,2.554, SNDHT, WLFSW,138,138, 07/23/2025 08:00:00,N
07/23/2025,09:00,252, 15060__B, SW_LVLT5,413,413,0,17.216, VEALMOOR, KOCHTAP,138,138, 07/23/2025 08:00:00,N
07/23/2025,09:00,253, 6056__A, DBAKCED5,1245,1245,0,1.134, LNGSW, CONSW,345,345, 07/23/2025 08:00:00,N
07/23/2025,09:00,254, HARGRO_TWINBU1_1, DBAKCED5,151,151,0,5.706, TWINBU, HARGROVE,138,138, 07/23/2025 08:00:00,N
07/23/2025,09:00,255, DEL_MA_LAREDO1_1, MFOAVLO5,270,270,0,0.272, LAREDO, DEL_MAR,138,138, 07/23/2025 08:00:00,N
07/23/2025,09:00,256, MAGRUD_VICTOR2_1,  BASE CASE,211,211,0,0.002, VICTORIA, MAGRUDER,138.10001,138, 07/23/2025 08:00:00,N
07/23/2025,09:00,257, LENSW_PUTN2_1,  BASE CASE,72,72,0,0.137, LENSW, PUTN,138,138, 07/23/2025 08:00:00,N
07/23/2025,09:00,258, HOEFSROA_T1_O,  BASE CASE,9,9,0,0.08, HOEFSROA, HOEFSROA,69,12.5, 07/23/2025 08:00:00,N
07/23/2025,09:00,259, FTST_SOLSTI1_1, DBAKSOL5,222,222,0,0.062, FTST, SOLSTICE,138,138, 07/23/2025 08:00:00,N
07/23/2025,09:00,260, BIGLAK_PHBL_T1_1, SOZNFRI9,38,38,0,3.402, BIGLAKE, PHBL_TAP,69,69, 07/23/2025 08:00:00,N
07/23/2025,09:00,261, ALPINE_BRONCO1_1, SCOCBAR9,60,60,0,0.016, BRONCO, ALPINE,69,69, 07/23/2025 08:00:00,N
07/23/2025,09:00,262, BELD_BRONCO1_1, SBROALP9,60,60,0,0.016, BRONCO, BELD,69,69, 07/23/2025 08:00:00,N
07/23/2025,09:00,263, 138_IH2_COT_1, SSTAPYO8,409,409,0,0.29, IH20, TNCOLIET,138,138, 07/23/2025 08:00:00,N
07/23/2025,09:00,264, 138_IH2_COT_1, SSTAWIC8,409,409,0,0.29, IH20, TNCOLIET,138,138, 07/23/2025 08:00:00,N
07/23/2025,09:00,265, EQUIST_LON_HI1_1, SOXYEQU8,251,251,0,0.003, LON_HILL, EQUISTAR,138.10001,138, 07/23/2025 08:00:00,N
07/23/2025,09:00,266, SNYDR_FMR1, XCGR89,63,63,0,1.181, SNYDR, SNYDR,138,69, 07/23/2025 08:00:00,N
07/23/2025,09:00,267, D5_S1_1, DCAGMED8,373,373,0,0.045, HOWARD, LEON_CRK,138,138, 07/23/2025 08:00:00,N
07/23/2025,09:00,268, HAINE__LA_PAL1_1, SRAYRI28,211,211,0,0.007, LA_PALMA, HAINE_DR,138,138, 07/23/2025 08:00:00,N
07/23/2025,09:00,269, 650__A, SMGPBRN8,200,200,0,0.235, CMNSW, PNKNY,138,138, 07/23/2025 08:00:00,N
07/23/2025,09:00,270, BLASCOFE_RC_1, SEUSWLT8,238,238,0,0.624, BLASW, COFESSRC,138,138, 07/23/2025 08:00:00,N
07/23/2025,09:00,271, EUSTWLTN_RC_1, SBLACOF8,238,238,0,0.624, EUSTSERC, WALTSSRC,138,138, 07/23/2025 08:00:00,N
07/23/2025,09:00,272, SPUR_69_1, SPA2PAD9,62,62,0,0.403, SPUR, SPUR,138,69, 07/23/2025 08:00:00,N
07/23/2025,09:00,273, MADDUX_SAPOWE2_1, SMADSAP8,202,202,0,2.184, MADDUX, SAPOWER,138,138, 07/23/2025 08:00:00,N
07/23/2025,09:00,274, TREADW_YELWJC1_1, STREMAD8,202,202,0,1.221, TREADWEL, YELWJCKT,138,138, 07/23/2025 08:00:00,N
07/23/2025,09:00,243, MENPHT_YELWJC1_1,  BASE CASE,60,60,0,8.661, YELWJCKT, MENPHTAP,69,69, 07/23/2025 08:00:00,N
07/23/2025,10:00,276, HMLTN,  BASE CASE,59,59,0,10.918, , ,0,0, 07/23/2025 09:00:00,N
07/23/2025,10:00,321, 35050__B, MDTCRTH5,1217,1217,0,10.224, FTSSW, VENSW,345,345, 07/23/2025 09:00:00,N
07/23/2025,10:00,278, DIESEL_FMR1,  BASE CASE,25,25,0,0.014, DIESEL, DIESEL,69,13, 07/23/2025 09:00:00,N
07/23/2025,10:00,279, NE_LOB,  BASE CASE,1823,1823,0,0.09, , ,0,0, 07/23/2025 09:00:00,N
07/23/2025,10:00,280, PNHNDL,  BASE CASE,3996,3996,0,0.061, , ,0,0, 07/23/2025 09:00:00,N
07/23/2025,10:00,281, ZAPATA_TRA1,  BASE CASE,25,25,0,0.009, ZAPATA, ZAPATA,138,12.5, 07/23/2025 09:00:00,N
07/23/2025,10:00,282, OLINGR_FMR1,  BASE CASE,100,100,0,0.006, OLINGR, OLINGR,138,69, 07/23/2025 09:00:00,N
07/23/2025,10:00,283, HAMILT_MAXWEL1_1, DBIGKEN5,152,152,0,2.274, MAXWELL, HAMILTON,138,138, 07/23/2025 09:00:00,N
07/23/2025,10:00,284, TREADW_YELWJC1_1, DBIGKEN5,200,200,0,40.966, TREADWEL, YELWJCKT,138,138, 07/23/2025 09:00:00,N
07/23/2025,10:00,285, MDOPHR99_A, DPHRCTR5,1314,1314,0,0.999, MDO, PHR,345,345, 07/23/2025 09:00:00,N
07/23/2025,10:00,286, HAINE__LA_PAL1_1, SRAYRI38,211,211,0,1.165, LA_PALMA, HAINE_DR,138,138, 07/23/2025 09:00:00,N
07/23/2025,10:00,287, CONCHO_VRBS1_1, SCRMSAR8,30,30,0,3.512, CONCHO, VRBS,69,69, 07/23/2025 09:00:00,N
07/23/2025,10:00,288, HARI_VRBS1_1, SCRMSAR8,30,30,0,3.512, VRBS, HARI,69,69, 07/23/2025 09:00:00,N
07/23/2025,10:00,289, GN_PZ_08_A, SMDOOAS5,387,387,0,1.532, GN, PZ,138,138, 07/23/2025 09:00:00,N
07/23/2025,10:00,290, 15060__B, SW_LVLT5,411,411,0,5.698, VEALMOOR, KOCHTAP,138,138, 07/23/2025 09:00:00,N
07/23/2025,10:00,291, HARGRO_TWINBU1_1, DBAKCED5,151,151,0,1.458, TWINBU, HARGROVE,138,138, 07/23/2025 09:00:00,N
07/23/2025,10:00,292, DEL_MA_LAREDO1_1, MFOAVLO5,267,267,0,3.056, LAREDO, DEL_MAR,138,138, 07/23/2025 09:00:00,N
07/23/2025,10:00,293, STPWAP39_1, DWPWFWP5,1325,1325,0,0.109, STP, WAP,345,345.10001, 07/23/2025 09:00:00,N
07/23/2025,10:00,294, HOEFSROA_T1_O,  BASE CASE,9,9,0,0.498, HOEFSROA, HOEFSROA,69,12.5, 07/23/2025 09:00:00,N
07/23/2025,10:00,295, GREENL_WEAVER1_1, XNCA89,39,39,0,3.315, WEAVERRD, GREENLK,69,69, 07/23/2025 09:00:00,N
07/23/2025,10:00,296, FTST_SOLSTI1_1, DBAKSOL5,220,220,0,0.013, FTST, SOLSTICE,138,138, 07/23/2025 09:00:00,N
07/23/2025,10:00,297, ALPINE_BRONCO1_1, SCOCBAR9,60,60,0,0.009, BRONCO, ALPINE,69,69, 07/23/2025 09:00:00,N
07/23/2025,10:00,298, BELD_BRONCO1_1, SBROALP9,60,60,0,0.009, BRONCO, BELD,69,69, 07/23/2025 09:00:00,N
07/23/2025,10:00,299, VERTRE_WESLAU1_1, SMVRLA_8,156,156,0,0.397, VERTREES, WESLAU,138,138, 07/23/2025 09:00:00,N
07/23/2025,10:00,300, CELANE_N_SHAR1_1, SN_SLON5,211,211,0,0.127, N_SHARPE, CELANEBI,138,138.10001, 07/23/2025 09:00:00,N
07/23/2025,10:00,301, D5_S1_1, SP5CAG8,369,369,0,0.997, HOWARD, LEON_CRK,138,138, 07/23/2025 09:00:00,N
07/23/2025,10:00,302, 138_IH2_COT_1, SSTAPYO8,409,409,0,0.258, IH20, TNCOLIET,138,138, 07/23/2025 09:00:00,N
07/23/2025,10:00,303, 138_IH2_COT_1, SSTAWIC8,409,409,0,0.258, IH20, TNCOLIET,138,138, 07/23/2025 09:00:00,N
07/23/2025,10:00,304, VAL_VERD_WSLCO_1, SMV_PHA8,143,143,0,2.812, WESLACO, MV_VALV4,138,138, 07/23/2025 09:00:00,N
07/23/2025,10:00,305, SNYDR_FMR1, XCGR89,63,63,0,2.128, SNYDR, SNYDR,138,69, 07/23/2025 09:00:00,N
07/23/2025,10:00,306, MATADO_PADUCA1_1, MMATSPU9,55,55,0,0.319, PADR, MATADOR,69,69, 07/23/2025 09:00:00,N
07/23/2025,10:00,307, MATADO_PADUCA1_1, SMATMUL9,55,55,0,0.319, PADR, MATADOR,69,69, 07/23/2025 09:00:00,N
07/23/2025,10:00,308, LIBER_MERCU_1_A,  BASE CASE,849,849,0,0.831, MERCURY, LIBERTY,345,345, 07/23/2025 09:00:00,N
07/23/2025,10:00,309, STCO_STER1_1, XBSP89,38,38,0,1.316, STER, STCO,69,69, 07/23/2025 09:00:00,N
07/23/2025,10:00,310, THWZEN71_A, SZENTH35,1314,1314,0,2.408, ZEN, THW,345,345, 07/23/2025 09:00:00,N
07/23/2025,10:00,311, BIG_FO_PLEASA1_1, DDILPE89,122,122,0,1.705, BIG_FOOT, PLEASANT,138,138, 07/23/2025 09:00:00,N
07/23/2025,10:00,312, THWZEN98_A, SZENTHW5,1314,1314,0,2.408, ZEN, THW,345,345, 07/23/2025 09:00:00,N
07/23/2025,10:00,313, ASHERT_CATARI1_1, SDELLAR8,122,122,0,1.446, ASHERTON, CATARINA,138,138, 07/23/2025 09:00:00,N
07/23/2025,10:00,314, HARGRO_TWINBU1_1, SRUSBIG8,151,151,0,0.02, TWINBU, HARGROVE,138,138, 07/23/2025 09:00:00,N
07/23/2025,10:00,315, 138_FLT_FXT_1, DSLKSOL5,409,409,0,1.047, TNFXTAIL, FLAT_TOP,138,138, 07/23/2025 09:00:00,N
07/23/2025,10:00,316, SOUTHA_VINSON1_1, DABPAB98,95,95,0,0.319, SOUTHABI, VINSON,138,138, 07/23/2025 09:00:00,N
07/23/2025,10:00,317, 138_ALV_NAL_1, SMDOPHR5,383,383,0,0.175, TNNALVIN, ALVIN,138,138, 07/23/2025 09:00:00,N
07/23/2025,10:00,318, 105T105_1, SBRESAL8,409,409,0,5.844, SALEM, HIGH36,138,138, 07/23/2025 09:00:00,N
07/23/2025,10:00,319, COCS_FTST1_1, SBROALP9,59,59,0,0.242, COCS, FTST,69,69, 07/23/2025 09:00:00,N
07/23/2025,10:00,320, 6137__B, STRBCGR8,143,143,0,0.734, FLGRV, HWPOD,138,138, 07/23/2025 09:00:00,N
07/23/2025,10:00,277, MENPHT_YELWJC1_1,  BASE CASE,60,60,0,6.891, YELWJCKT, MENPHTAP,69,69, 07/23/2025 09:00:00,N
07/23/2025,11:00,340, STPWAP39_1, DWPWFWP5,1325,1325,0,7.979, STP, WAP,345,345.10001, 07/23/2025 10:00:00,N
07/23/2025,11:00,341, HOEFSROA_T1_O,  BASE CASE,9,9,0,0.01, HOEFSROA, HOEFSROA,69,12.5, 07/23/2025 10:00:00,N
07/23/2025,11:00,342, GREENL_WEAVER1_1, XNCA89,39,39,0,3.234, WEAVERRD, GREENLK,69,69, 07/23/2025 10:00:00,N
07/23/2025,11:00,343, COLETO_VICTOR2_1, SVICCO28,320,320,0,0.956, COLETO, VICTORIA,138,138.10001, 07/23/2025 10:00:00,N
07/23/2025,11:00,344, FTST_SOLSTI1_1, DBAKSOL5,218,218,0,0.045, FTST, SOLSTICE,138,138, 07/23/2025 10:00:00,N
07/23/2025,11:00,345, ALPINE_BRONCO1_1, SCOCBAR9,60,60,0,0.015, BRONCO, ALPINE,69,69, 07/23/2025 10:00:00,N
07/23/2025,11:00,346, BELD_BRONCO1_1, SBROALP9,60,60,0,0.015, BRONCO, BELD,69,69, 07/23/2025 10:00:00,N
07/23/2025,11:00,347, CELANE_N_SHAR1_1, SN_SLON5,211,211,0,0.272, N_SHARPE, CELANEBI,138,138.10001, 07/23/2025 10:00:00,N
07/23/2025,11:00,348, 138_IH2_COT_1, SSTAWIC8,409,409,0,0.46, IH20, TNCOLIET,138,138, 07/23/2025 10:00:00,N
07/23/2025,11:00,349, VAL_VERD_WSLCO_1, SMV_PHA8,143,143,0,12.854, WESLACO, MV_VALV4,138,138, 07/23/2025 10:00:00,N
07/23/2025,11:00,350, SNYDR_FMR1, XCGR89,63,63,0,2.563, SNYDR, SNYDR,138,69, 07/23/2025 10:00:00,N
07/23/2025,11:00,351, D5_S1_1, DCAGMED8,364,364,0,2.32, HOWARD, LEON_CRK,138,138, 07/23/2025 10:00:00,N
07/23/2025,11:00,352, MATADO_PADUCA1_1, MMATSPU9,54,54,0,0.324, PADR, MATADOR,69,69, 07/23/2025 10:00:00,N
07/23/2025,11:00,353, MATADO_PADUCA1_1, SMATMUL9,54,54,0,0.324, PADR, MATADOR,69,69, 07/23/2025 10:00:00,N
07/23/2025,11:00,354, 381__A, SFMRRY25,1197,1197,0,0.738, FMRVL, RYSSW,345,345, 07/23/2025 10:00:00,N
07/23/2025,11:00,355, 400__A, SFMRRYS5,1197,1197,0,0.738, FMRVL, RYSSW,345,345, 07/23/2025 10:00:00,N
07/23/2025,11:00,356, THWZEN71_A, SZENTH35,1314,1314,0,4.829, ZEN, THW,345,345, 07/23/2025 10:00:00,N
07/23/2025,11:00,357, BIG_FO_PLEASA1_1, DDILPE89,122,122,0,18.053, BIG_FOOT, PLEASANT,138,138, 07/23/2025 10:00:00,N
07/23/2025,11:00,358, THWZEN98_A, SZENTHW5,1314,1314,0,4.829, ZEN, THW,345,345, 07/23/2025 10:00:00,N
07/23/2025,11:00,359, HAINE__LA_PAL1_1, SN_SAJO5,211,211,0,3.828, LA_PALMA, HAINE_DR,138,138, 07/23/2025 10:00:00,N
07/23/2025,11:00,360, 138_FLT_FXT_1, DSLKSOL5,409,409,0,1.102, TNFXTAIL, FLAT_TOP,138,138, 07/23/2025 10:00:00,N
07/23/2025,11:00,361, SOUTHA_VINSON1_1, DABPAB98,94,94,0,0.124, SOUTHABI, VINSON,138,138, 07/23/2025 10:00:00,N
07/23/2025,11:00,362, 6137__B, STRBCGR8,141,141,0,1.167, FLGRV, HWPOD,138,138, 07/23/2025 10:00:00,N
07/23/2025,11:00,363, 35050__B, MDTCRTH5,1197,1197,0,25.228, FTSSW, VENSW,345,345, 07/23/2025 10:00:00,N
07/23/2025,11:00,364, LARDVN_LASCRU1_1, MFOAVLO5,269,269,0,0.553, LARDVNTH, LASCRUCE,138,138, 07/23/2025 10:00:00,N
07/23/2025,11:00,365, RANDAD_ZAPATA1_1,  BASE CASE,77,77,0,2.447, ZAPATA, RANDADO,138,138, 07/23/2025 10:00:00,N
07/23/2025,11:00,366, ZAPATA_TRA2,  BASE CASE,25,25,0,2.411, ZAPATA, ZAPATA,138,12.5, 07/23/2025 10:00:00,N
07/23/2025,11:00,367, CORONA_AT4, DFERGRM8,49,49,0,1.219, CORONA, CORONA,69,138, 07/23/2025 10:00:00,N
07/23/2025,11:00,368, 105T105_1, SMILSAL8,408,408,0,9.237, SALEM, HIGH36,138,138, 07/23/2025 10:00:00,N
07/23/2025,11:00,369, ORNT_REDCRE1_1, DBWN_AM5,135,135,0,1.885, REDCREEK, ORNT,138,138, 07/23/2025 10:00:00,N
07/23/2025,11:00,370, ASHERT_CATARI1_1, SLARLAS8,122,122,0,0.851, ASHERTON, CATARINA,138,138, 07/23/2025 10:00:00,N
07/23/2025,11:00,371, CLARK__LON_HI1_1, MLONWEI8,227,227,0,0.027, LON_HILL, CLARK_WD,138.10001,138, 07/23/2025 10:00:00,N
07/23/2025,11:00,372, HAMILT_MAVERI1_1, SBRAPIN8,122,122,0,4.04, HAMILTON, MAVERICK,138,138, 07/23/2025 10:00:00,N
07/23/2025,11:00,373, HAINE__LA_PAL1_1, MHARNED5,211,211,0,1.386, LA_PALMA, HAINE_DR,138,138, 07/23/2025 10:00:00,N
07/23/2025,11:00,374, ABNTHW_SERDEV1_1, SABIABM8,173,173,0,2.723, ABNTHWST, ABNTHWST,138,138.10001, 07/23/2025 10:00:00,N
07/23/2025,11:00,375, WYL_NEVA_1, SBNDELM8,235,235,0,0.006, NEVADA, WYLIESW,138,138, 07/23/2025 10:00:00,N
07/23/2025,11:00,322, HMLTN,  BASE CASE,59,59,0,11.564, , ,0,0, 07/23/2025 10:00:00,N
07/23/2025,11:00,323, DIESEL_FMR1,  BASE CASE,25,25,0,0.009, DIESEL, DIESEL,69,13, 07/23/2025 10:00:00,N
07/23/2025,11:00,324, NE_LOB,  BASE CASE,1823,1823,0,0.364, , ,0,0, 07/23/2025 10:00:00,N
07/23/2025,11:00,325, NELRIO,  BASE CASE,848,848,0,0.171, , ,0,0, 07/23/2025 10:00:00,N
07/23/2025,11:00,326, PNHNDL,  BASE CASE,3996,3996,0,0.152, , ,0,0, 07/23/2025 10:00:00,N
07/23/2025,11:00,327, ZAPATA_TRA1,  BASE CASE,25,25,0,2.457, ZAPATA, ZAPATA,138,12.5, 07/23/2025 10:00:00,N
07/23/2025,11:00,328, THW_AT2T,  BASE CASE,25,25,0,4.331, THW, THW,1,13.3, 07/23/2025 10:00:00,N
07/23/2025,11:00,329, OLINGR_FMR1,  BASE CASE,100,100,0,0.009, OLINGR, OLINGR,138,69, 07/23/2025 10:00:00,N
07/23/2025,11:00,330, HAMILT_MAXWEL1_1, DBIGKEN5,152,152,0,0.224, MAXWELL, HAMILTON,138,138, 07/23/2025 10:00:00,N
07/23/2025,11:00,331, TREADW_YELWJC1_1, DBIGKEN5,197,197,0,58.529, TREADWEL, YELWJCKT,138,138, 07/23/2025 10:00:00,N
07/23/2025,11:00,332, MDOPHR99_A, DPHRCTR5,1314,1314,0,3.558, MDO, PHR,345,345, 07/23/2025 10:00:00,N
07/23/2025,11:00,333, CONCHO_VRBS1_1, SCRMSAR8,30,30,0,5.571, CONCHO, VRBS,69,69, 07/23/2025 10:00:00,N
