sub,name,lat,lon
660,JOSEPHINE,33.066219,-96.309004
661,LEWSIVILLE,33.019646,-96.961986
662,DALLAS 40,32.813576,-96.878036
663,KEMP,32.366686,-96.245039
664,WAXAHACHIE 2,32.360829,-96.915523
665,HURST,32.8172,-97.180586
666,FORT WORTH 18,32.816503,-97.359532
667,WEATHERFORD 2,32.754964,-97.791085
668,ROCKWALL 2,32.943901,-96.452875
669,WEATHERFORD 3,32.848403,-97.903219
670,FORT WORTH 3,32.7283,-97.2192
671,NEWARK,33.00085,-97.444409
672,SANTO,32.600503,-98.17276
673,DALLAS 18,32.930338,-96.787496
674,ELM MOTT,31.696619,-97.073707
675,FORT WORTH 17,32.7811,-97.354585
676,WAXAHACHIE 1,32.372201,-96.784944
677,ARLINGTON 3,32.722844,-97.080239
678,FORT WORTH 20,32.652918,-97.379538
679,FORT WORTH 7,32.749099,-97.272957
680,FORT WORTH 11,32.728688,-97.317801
681,MIDLOTHIAN 1,32.4302,-97.0537
682,HEWITT,31.453501,-97.195339
683,ARLINGTON 11,32.639649,-97.217476
684,GRAND PRAIRIE 3,32.664953,-97.024692
685,MELISSA,33.285118,-96.566247
686,COPPERAS COVE,31.219045,-97.968224
687,CLEBURNE 1,32.3994,-97.4078
688,GREENVILLE 2,33.004305,-96.075913
689,ALVORD,33.372433,-97.669953
690,GORMAN,32.116953,-98.98514
691,COLLEYVILLE,32.891787,-97.149641
692,HOLLAND,30.884326,-97.378809
693,TEMPLE 3,31.137885,-97.373626
694,DALLAS 34,32.660862,-96.840948
695,IRVING 4,32.825907,-96.966915
696,FRISCO 2,33.146336,-96.856347
697,GATESVILLE 3,31.467983,-97.735272
698,DALLAS 25,32.787742,-96.79939
699,DALLAS 37,32.703913,-96.871889
700,FORT WORTH 19,32.708639,-97.363495
701,WOODWAY,31.529664,-97.260442
702,MINGUS,32.371306,-98.377389
703,THROCKMORTON,33.169139,-99.266006
704,NEMO,32.266222,-97.655141
705,ABBOTT,31.86976,-97.01498
706,ALVARADO,32.414944,-97.196367
707,CORSICANA 1,32.043193,-96.350943
708,HARKER HEIGHTS,31.050856,-97.644625
709,IRVING 3,32.796608,-96.954903
710,BURLESON,32.532666,-97.306547
711,FORT WORTH 28,32.63587,-97.503481
712,DALLAS 23,32.835893,-96.795514
713,NORTH RICHLAND HILLS 1,32.88659,-97.208384
714,CROSS PLAINS,32.006925,-99.290758
715,BLOOMING GROVE,32.122927,-96.723661
716,CONVERSE,29.47982,-98.29926
717,SAN ANTONIO 46,29.65235,-98.656213
718,BASTROP,30.1456,-97.2708
719,MARION 2,29.600453,-98.047576
720,PAIGE,30.303885,-97.218899
721,SAN ANTONIO 42,29.371436,-98.593411
722,WAELDER,29.700745,-97.301328
723,ATASCOSA,29.283035,-98.737267
724,SAN ANTONIO 40,29.460646,-98.571279
725,CIBOLO,29.575004,-98.220552
726,AUSTIN 6,30.228276,-97.618833
727,AUSTIN 25,30.293268,-97.76605
728,HORSESHOE BAY,30.558,-98.3721
729,LEANDER 1,30.562551,-97.907897
730,AUSTIN 10,30.304265,-97.685722
731,SAN ANTONIO 31,29.590028,-98.525262
732,SAN ANTONIO 49,29.341337,-98.705628
733,ELGIN,30.41432,-97.35518
734,AUSTIN 31,30.216168,-97.856006
735,RUNGE,28.952237,-97.887161
736,YOAKUM,29.202338,-97.076333
737,AUSTIN 37,30.319748,-97.958224
738,PFLUGERVILLE,30.41217,-97.57405
739,SAN ANTONIO 12,29.585862,-98.406811
740,AUSTIN 3,30.293424,-97.784408
741,SAN ANTONIO 48,29.462006,-98.676785
742,SAN ANTONIO 19,29.4151,-98.459123
743,SAN ANTONIO 2,29.5889,-98.6139
744,BERGHEIM,29.903262,-98.556446
745,NEW BRAUNFELS 2,29.696878,-98.070726
746,D HANIS,29.285285,-99.329182
747,SAN ANTONIO 24,29.697453,-98.486728
748,AUSTIN 7,30.382481,-97.673467
749,BRENHAM,30.215075,-96.410272
750,BERTRAM,30.773295,-98.04518
751,MARION 1,29.6244,-98.1419
752,LA GRANGE,29.9172,-96.7506
753,MARBLE FALLS 1,30.555288,-98.257593
754,ROUND ROCK 1,30.557044,-97.690286
755,WIMBERLEY,30.034449,-98.142776
756,GONZALES,29.476954,-97.448924
757,SAN ANTONIO 11,29.690514,-98.401812
758,SAN ANTONIO 14,29.627214,-98.427068
759,HUTTO,30.560042,-97.546124
760,LULING,29.69611,-97.470663
761,SAN ANTONIO 21,29.588638,-98.474585
762,AUSTIN 12,30.38798,-97.706853
763,SAN ANTONIO 15,29.460597,-98.438554
764,ADKINS,29.353553,-98.238308
765,WINCHESTER,30.02547,-96.9945
766,ROCKDALE 1,30.565871,-97.064032
767,NATALIA,29.1998,-98.842165
768,AUSTIN 20,30.270569,-97.742589
769,SAN ANTONIO 43,29.471464,-98.617755
770,SAN ANTONIO 5,29.556038,-98.360283
771,TAYLOR,30.41477,-97.35701
772,SMITHVILLE,30.013899,-97.182148
773,CEDAR PARK,30.503949,-97.8242
774,SAN ANTONIO 25,29.537264,-98.487882
775,HALLETTSVILLE,29.380036,-96.836189
776,AUSTIN 5,30.355657,-97.644682
777,NEW BRAUNFELS 3,29.758823,-98.190462
778,SUTHERLAND SPRINGS,29.293499,-98.057016
779,AUSTIN 34,30.178419,-97.888662
780,CAMERON,30.891129,-96.907601
781,SAN ANTONIO 35,29.305467,-98.531136
782,MEDINA,29.678291,-99.316592
783,MANCHACA,30.132806,-97.874687
784,SPRING BRANCH,29.89476,-98.390967
785,AUSTIN 19,30.32223,-97.740167
786,FLATONIA,29.727617,-97.15845
787,GRANGER,30.710857,-97.413885
788,FAYETTEVILLE,30.043016,-96.699188
789,GEORGETOWN 2,30.647924,-97.753177
790,AUSTIN 35,30.3899,-97.9073
791,PIPE CREEK,29.689692,-98.911216
792,RED ROCK,29.844013,-97.357996
793,JARRELL,30.818633,-97.502485
794,SAN ANTONIO 1,29.4289,-98.3433
795,SAN ANTONIO 36,29.545289,-98.556564
796,SCHULENBURG,29.686278,-96.933605
797,SAN ANTONIO 22,29.257046,-98.384045
798,DRIPPING SPRINGS,30.224134,-98.134815
799,SAN ANTONIO 26,29.271667,-98.444722
800,MARBLE FALLS 3,30.581216,-98.208732
801,BOERNE 1,29.747683,-98.65027
802,WASHINGTON,30.286936,-96.189365
803,SCHERTZ,29.547068,-98.262642
804,AUSTIN 8,30.269969,-97.683557
805,SEGUIN 1,29.593056,-97.973215
806,SAN ANTONIO 45,29.43445,-98.61765
807,SAN ANTONIO 52,29.357251,-98.886655
808,CUERO 2,29.097035,-97.282413
809,SAN ANTONIO 10,29.49163,-98.397127
810,AUSTIN 16,30.2867,-97.7356
811,AUSTIN 39,30.111915,-98.033573
812,SAN ANTONIO 51,29.537782,-98.734752
813,SAN ANTONIO 41,29.660485,-98.583454
814,LA VERNIA,29.350393,-98.10703
815,MANOR,30.339696,-97.523512
816,SAN ANTONIO 38,29.3525,-98.5761
817,GIDDINGS,30.167624,-96.923038
818,AUSTIN 32,30.268138,-97.86919
819,AUSTIN 38,30.261084,-97.959435
820,AUSTIN 30,30.430749,-97.840085
821,AUSTIN 28,30.418557,-97.802545
822,COLUMBUS,29.695979,-96.42546
823,SHINER,29.5649,-97.083825
824,SAN ANTONIO 3,29.620088,-98.334481
825,CALDWELL,30.541565,-96.676232
826,AUSTIN 18,30.126966,-97.739969
827,INDUSTRY,30.024253,-96.451051
828,DALE,29.940066,-97.568294
829,SAN ANTONIO 37,29.501708,-98.569451
830,SAN ANTONIO 18,29.43993,-98.458718
831,SAN ANTONIO 33,29.387986,-98.526019
832,MARTINDALE,29.659595,-97.785202
833,SAN ANTONIO 17,29.488906,-98.456235
834,SAN ANTONIO 23,29.44123,-98.480515
835,AUSTIN 29,30.16711,-97.823998
836,LEXINGTON,30.354823,-96.840158
837,LEANDER 2,30.449996,-97.971806
838,AUSTIN 15,30.429937,-97.717796
839,MICO,29.501055,-98.853494
840,MARBLE FALLS 2,30.556,-98.3384
841,AUSTIN 36,30.37835,-97.951209
842,LOCKHART,29.871471,-97.676772
843,AUSTIN 17,30.351538,-97.732571
844,SAN ANTONIO 13,29.538074,-98.415198
845,FALLS CITY,28.867033,-98.240425
846,AUSTIN 27,30.206844,-97.79742
847,AUSTIN 23,30.402654,-97.761064
848,SAN ANTONIO 27,29.464611,-98.493653
849,BLANCO,30.182914,-98.566548
850,AUSTIN 24,30.243032,-97.765081
851,SAN MARCOS,29.880162,-97.966164
852,BUDA,30.078514,-97.838012
853,DEL VALLE,30.150985,-97.607312
854,AUSTIN 4,30.3033,-97.6128
855,SAN ANTONIO 50,29.400889,-98.730674
856,BURLINGTON,30.960219,-97.12452
857,AUSTIN 13,30.230475,-97.714082
858,ELMENDORF,29.308056,-98.3242
859,SAN ANTONIO 6,29.518637,-98.362961
860,CANYON LAKE,29.971139,-98.228231
861,JOHNSON CITY,30.402261,-98.359569
862,YORKTOWN,28.857734,-97.428562
863,AUSTIN 2,30.2098,-97.6129
864,LACKLAND A F B,29.391283,-98.618734
865,LIBERTY HILL,30.748955,-97.875708
866,KENEDY,28.733411,-97.894958
867,CUERO 1,29.129714,-97.311236
868,SAN ANTONIO 20,29.395776,-98.464401
869,VON ORMY,29.243915,-98.622442
870,KYLE,29.875,-97.807
871,SEGUIN 2,29.54277,-97.937078
872,UNIVERSAL CITY,29.525969,-98.277499
873,SPICEWOOD,30.430044,-98.112655
874,SAINT HEDWIG,29.43659,-98.205116
875,SAN ANTONIO 16,29.271,-98.456
876,BOERNE 2,29.859217,-98.706275
877,SAN ANTONIO 32,29.422404,-98.525943
878,AUSTIN 26,30.348236,-97.768136
879,AUSTIN 21,30.492379,-97.748312
880,SAN ANTONIO 44,29.624725,-98.624048
881,CEDAR CREEK 1,30.1458,-97.55
882,NEW BRAUNFELS 1,29.7806,-97.9894
883,AUSTIN 11,30.331818,-97.704294
884,SAN ANTONIO 39,29.421133,-98.570938
885,HONDO,29.427375,-99.141134
886,SAN ANTONIO 4,29.474147,-98.348083
887,NEW ULM,29.806557,-96.686537
888,SAN ANTONIO 8,29.44665,-98.387361
889,AUSTIN 33,30.321025,-97.884751
890,BULVERDE,29.769466,-98.453225
891,GEORGETOWN 3,30.841795,-97.809699
892,SAN ANTONIO 9,29.418151,-98.394314
893,FLORESVILLE,29.073446,-98.080406
894,SAN ANTONIO 29,29.404404,-98.505028
895,SAN ANTONIO 7,29.309722,-98.3203
896,BUCKHOLTS,30.852653,-97.148898
897,SOMERVILLE,30.471301,-96.438114
898,WEIMAR,29.488624,-96.652467
899,COMFORT,29.972312,-98.904706
900,NORDHEIM,28.871642,-97.696944
901,AUSTIN 9,30.183798,-97.684275
902,AUSTIN 22,30.458396,-97.755344
903,HELOTES,29.609914,-98.746764
904,SAN ANTONIO 47,29.503453,-98.664636
905,BANDERA,29.707222,-99.095171
906,SAN ANTONIO 30,29.516401,-98.52303
907,ROCKDALE 2,30.700385,-96.83055
908,CEDAR CREEK 2,30.094098,-97.495104
909,NIXON,29.428917,-97.735834
910,CHAPPELL HILL,30.1223,-96.258442
911,ROUND ROCK 3,30.501747,-97.647206
912,AUSTIN 14,30.289963,-97.714696
913,OILTON,27.488056,-99.005278
914,AUSTIN 1,30.397351,-97.842586
915,SAN ANTONIO 28,29.634097,-98.497426
916,ROUND ROCK 2,30.543356,-97.64559
917,ROUND ROCK 4,30.534355,-97.725618
918,SAN ANTONIO 34,29.468413,-98.528889
919,DEVINE,29.135837,-99.168888
920,GEORGETOWN 1,30.659122,-97.618195
921,BURNET,30.800718,-98.283025
922,INEZ,28.83905,-96.889623
923,PASADENA 2,29.72475,-95.176479
924,PRAIRIE VIEW,30.086834,-95.990493
925,CONROE 1,30.28584,-95.312397
926,SIMONTON,29.687606,-95.95226
927,HOUSTON 80,29.97967,-95.572835
928,HOUSTON 1,29.8108,-95.2539
929,HOUSTON 9,29.8161,-95.10773
930,HOUSTON 73,29.815893,-95.522964
931,NURSERY,28.8947,-97.135
932,BACLIFF,29.49233,-94.98483
933,SPRING 1,30.100394,-95.356377
934,HOUSTON 72,29.652393,-95.521183
935,PORT LAVACA,28.5105,-96.7706
936,CONROE 5,30.307375,-95.438548
937,SUGAR LAND 3,29.670004,-95.708089
938,DAYTON,30.054436,-94.921994
939,VICTORIA 2,28.7883,-97.01
940,KATY 1,29.837561,-95.733756
941,MAGNOLIA 2,30.156257,-95.74926
942,HOUSTON 29,29.8634,-95.341409
943,MISSOURI CITY 1,29.600434,-95.515549
944,RICHMOND 1,29.4731,-95.6244
945,HOUSTON 11,29.883214,-95.111345
946,HOUSTON 33,29.724893,-95.363752
947,SPRING 8,30.194985,-95.548211
948,POINT COMFORT 2,28.6917,-96.5417
949,HOUSTON 28,29.911171,-95.341182
950,EL CAMPO,29.122,-96.276
951,HOUSTON 12,29.619365,-95.191192
952,PORT O CONNOR,28.444644,-96.491788
953,DICKINSON,29.456766,-95.031051
954,GALVESTON 1,29.310535,-94.775768
955,HOUSTON 10,29.723185,-95.128856
956,BAYTOWN 2,29.75,-94.9256
957,LEAGUE CITY,29.50069,-95.08195
958,LIVERPOOL,29.263123,-95.258004
959,HOUSTON 16,29.739444,-95.194722
960,SUGAR LAND 1,29.620312,-95.605693
961,RICHMOND 2,29.64609,-95.794526
962,HOUSTON 82,29.812687,-95.583634
963,PINEHURST,30.160534,-95.669154
964,PEARLAND 2,29.545325,-95.350068
965,HOUSTON 47,29.734813,-95.416098
966,HOUSTON 79,29.741325,-95.560254
967,HOUSTON 49,29.826448,-95.426267
968,WADSWORTH,28.795,-96.0481
969,HOUSTON 18,29.718525,-95.274137
970,HOUSTON 88,29.694472,-95.649627
971,TOMBALL 1,30.094886,-95.585826
972,HOUSTON 22,29.743564,-95.30891
973,DEER PARK,29.713414,-95.134508
974,WALLIS,29.631324,-96.076894
975,HOUSTON 67,29.917695,-95.489993
976,SPRING 4,30.059307,-95.470689
977,SOUTH HOUSTON,29.661032,-95.229784
978,HOUSTON 3,29.726017,-95.638249
979,SEADRIFT,28.429626,-96.574173
980,HOUSTON 34,29.795344,-95.36759
981,SUGAR LAND 2,29.484448,-95.621636
982,CONROE 7,30.324546,-95.505008
983,LOLITA,28.852327,-96.556418
984,LAPORTE,29.759124,-95.009648
985,NEW CANEY,30.161219,-95.189761
986,HOUSTON 14,29.6981,-95.2547
987,HOUSTON 2,29.9522,-95.2422
988,HOUSTON 78,29.652205,-95.54623
989,HOUSTON 40,29.89036,-95.392527
990,BLOOMINGTON,28.695562,-96.794157
991,WILLIS 2,30.471374,-95.363872
992,HOUSTON 51,29.733777,-95.433346
993,PALACIOS,28.623423,-96.189925
994,CONROE 4,30.188194,-95.416291
995,HOUSTON 52,29.685706,-95.434764
996,SPRING 2,30.062169,-95.383966
997,KINGWOOD 1,30.053105,-95.157943
998,HOUSTON 5,29.9417,-95.5306
999,TEXAS CITY 1,29.378097,-94.932773
1000,KINGWOOD 2,30.046777,-95.221022
1001,HOUSTON 8,29.573552,-95.130613
1002,SPRING 7,30.040876,-95.528919
1003,HOUSTON 41,29.934695,-95.394872
1004,FRESNO,29.537301,-95.474615
1005,HOUSTON 48,29.798249,-95.416933
1006,HOUSTON 58,29.881487,-95.452619
1007,PATTISON,29.792687,-96.012215
1008,HOUSTON 77,29.701847,-95.534537
1009,MISSOURI CITY 2,29.480277,-95.620277
1010,HOUSTON 4,29.721048,-95.39536
1011,TOMBALL 2,30.061727,-95.681504
1012,CYPRESS 1,29.997775,-95.669444
1013,HEMPSTEAD,30.099931,-96.065554
1014,WEST COLUMBIA,29.137519,-95.667972
1015,BAYTOWN 1,29.6744,-94.9139
1016,SANTA FE 1,29.303555,-95.032327
1017,HOUSTON 27,29.66688,-95.335133
1018,SPRING 5,30.178248,-95.50096
1019,HOUSTON 46,29.771545,-95.411083
1020,HOUSTON 23,29.773179,-95.314327
1021,MONTGOMERY,30.306163,-95.68639
1022,HUNGERFORD,29.45527,-96.088253
1023,HOUSTON 84,29.670869,-95.58599
1024,HOUSTON 83,29.699688,-95.584817
1025,HOUSTON 24,29.721825,-95.318275
1026,HOUSTON 76,29.988446,-95.531201
1027,HOUSTON 43,29.703454,-95.398317
1028,HOUSTON 81,29.8586,-95.580768
1029,HOUSTON 35,29.656113,-95.378696
1030,HOUSTON 90,29.827486,-95.65992
1031,BEASLEY,29.537482,-95.969548
1032,HOUSTON 7,29.613602,-95.11937
1033,LA MARQUE,29.378697,-94.943829
1034,WALLER,30.079593,-95.932264
1035,PORTER,30.106685,-95.297121
1036,CYPRESS 2,29.93433,-95.74763
1037,HOUSTON 30,29.987805,-95.353412
1038,FULSHEAR,29.560311,-95.98036
1039,LIBERTY,30.075658,-94.733441
1040,WINNIE,29.868546,-94.603021
1041,HOUSTON 63,29.647267,-95.451516
1042,HOUSTON 70,29.771225,-95.511751
1043,HOUSTON 55,29.918595,-95.441194
1044,CROSBY,29.87404,-95.018244
1045,MANVEL,29.45566,-95.31001
1046,HOUSTON 54,30.00824,-95.438996
1047,HOUSTON 89,29.909215,-95.651234
1048,DAMON,29.191,-95.663
1049,HOUSTON 74,29.736295,-95.523292
1050,HOUSTON 26,29.800187,-95.328888
1051,HOUSTON 32,29.753624,-95.35981
1052,HOCKLEY,30.047619,-95.833733
1053,ANGLETON,29.228486,-95.427444
1054,CONROE 3,30.377954,-95.37714
1055,HOUSTON 39,29.74097,-95.391302
1056,HOUSTON 59,29.583542,-95.460693
1057,PEARLAND 1,29.561554,-95.279739
1058,HOUSTON 56,29.740079,-95.446409
1059,HOUSTON 13,29.586959,-95.225601
1060,CHANNELVIEW 2,29.848372,-95.016398
1061,BAY CITY,28.8433,-95.8631
1062,PASADENA 3,29.6225,-95.0458
1063,BROOKSHIRE,29.848463,-95.977102
1064,HOUSTON 25,29.618714,-95.324221
1065,TEXAS CITY 2,29.426389,-94.976667
1066,VICTORIA 3,28.67673,-97.198682
1067,HOUSTON 36,29.83159,-95.379553
1068,GANADO,29.109147,-96.528761
1069,MONT BELVIEU,29.7731,-94.9019
1070,BAYTOWN 3,29.751645,-94.92312
1071,SPRING 6,30.123428,-95.517064
1072,HUMBLE 2,30.017301,-95.286217
1073,HOUSTON 69,29.943892,-95.531254
1074,SANTA FE 2,29.364468,-95.131078
1075,PORT BOLIVAR,29.506866,-94.520121
1076,HOUSTON 42,29.999296,-95.400207
1077,HOUSTON 85,29.776093,-95.603037
1078,HOUSTON 50,29.64536,-95.45169
1079,HOUSTON 62,29.830024,-95.474409
1080,EAGLE LAKE,29.397447,-96.384508
1081,CONROE 2,30.221853,-95.338811
1082,WEBSTER,29.53864,-95.1361
1083,SWEENY,28.933093,-95.734948
1084,BLESSING,28.85788,-96.353868
1085,WHARTON 1,29.289415,-96.065399
1086,LAKE JACKSON,29.002,-95.394
1087,BELLVILLE,29.987117,-96.252942
1088,KATY 4,29.853215,-95.831456
1089,HOUSTON 38,29.61065,-95.386863
1090,FRIENDSWOOD,29.515074,-95.192133
1091,HOUSTON 17,29.62042,-95.268939
1092,HOUSTON 66,30.007063,-95.488362
1093,FREEPORT 1,28.9802,-95.342
1094,NEWGULF,29.2639,-95.8997
1095,HOUSTON 60,29.704019,-95.460905
1096,PASADENA 1,29.7189,-95.2319
1097,STAFFORD,29.62431,-95.567968
1098,EDNA,29.042415,-96.689715
1099,HOUSTON 21,29.685621,-95.304159
1100,NEEDVILLE,29.33355,-95.82544
1101,SEALY,29.795148,-96.107713
1102,KATY 3,29.74063,-95.829571
1103,HOUSTON 37,29.860021,-95.382184
1104,HOUSTON 19,29.647012,-95.27663
1105,THOMPSONS,29.4828,-95.6311
1106,HOUSTON 61,29.748202,-95.468948
1107,GALVESTON 3,29.253166,-94.924652
1108,EAST BERNARD,29.522218,-96.218695
1109,HOUSTON 20,29.862532,-95.29998
1110,CHANNELVIEW 1,29.836952,-95.121744
1111,FREEPORT 3,28.979167,-95.306944
1112,HOUSTON 15,29.852379,-95.254076
1113,HOUSTON 31,29.69843,-95.3569
1114,ROSHARON,29.364128,-95.435068
1115,HOUSTON 44,29.68025,-95.404913
1116,HOUSTON 75,29.874575,-95.527099
1117,HOUSTON 71,29.687947,-95.515725
1118,HUMBLE 1,29.994499,-95.177499
1119,HOUSTON 68,29.796871,-95.49165
1120,WILLIS 1,30.4356,-95.5214
1121,BAYTOWN 4,29.838138,-94.900661
1122,VAN VLECK,29.191296,-95.967518
1123,HUFFMAN,30.009659,-95.040827
1124,HOUSTON 53,29.853067,-95.435966
1125,HOUSTON 91,29.769285,-95.681292
1126,ROSENBERG,29.56318,-95.80023
1127,PASADENA 5,29.647916,-95.18978
1128,HOUSTON 45,29.75415,-95.409498
1129,HOUSTON 6,29.822201,-95.219429
1130,PASADENA 4,29.7028,-95.0718
1131,HOUSTON 57,29.952629,-95.446609
1132,GALVESTON 2,29.278188,-94.83329
1133,POINT COMFORT 1,28.650278,-96.539722
1134,KATY 2,29.745681,-95.742143
1135,SPRING 3,30.136972,-95.46836
1136,DANBURY,29.281605,-95.295533
1137,WHARTON 2,29.349096,-96.191821
1138,VICTORIA 1,28.69637,-96.9453
1139,HOUSTON 64,29.646811,-95.450539
1140,HOUSTON 65,29.620736,-95.48615
1141,LA PORTE,29.7314,-95.0839
1142,MAGNOLIA 1,30.216858,-95.647214
1143,ALVIN,29.432362,-95.250698
1144,HOUSTON 86,29.926556,-95.603242
1145,BRAZORIA,28.960572,-95.558277
1146,HOUSTON 87,29.750233,-95.615384
1147,FREEPORT 2,28.991289,-95.407481
1148,CONROE 6,30.233845,-95.495681
1149,MADISONVILLE,30.953672,-95.905344
1150,NORMANGEE,31.132442,-96.13919
1151,ARP,32.26754,-95.077715
1152,CENTERVILLE,31.136452,-95.934344
1153,LUFKIN 3,31.340783,-94.82617
1154,FLINT,32.218325,-95.413415
1155,BULLARD,32.11274,-95.347503
1156,CHANDLER,32.271436,-95.521442
1157,PLANTERSVILLE,30.316397,-95.84999
1158,MARQUEZ,31.235882,-96.22928
1159,TENNESSEE COLONY,31.93201,-95.980743
1160,ANDERSON,30.527987,-96.011435
1161,MINEOLA,32.816432,-95.424745
1162,LOVELADY,31.092367,-95.499937
1163,HUNTINGTON,31.230511,-94.509986
1164,BRYAN 4,30.661252,-96.322612
1165,FRANKSTON,32.035939,-95.418796
1166,TYLER 4,32.321937,-95.302223
1167,BEN WHEELER,32.4744,-95.7156
1168,GARRISON,31.81932,-94.520617
1169,ETOILE,31.465312,-94.367277
1170,LUFKIN 1,31.365833,-94.743611
1171,PALESTINE 1,31.863226,-95.484612
1172,LINDALE,32.537897,-95.435716
1173,WHITEHOUSE,32.221577,-95.220644
1174,OVERTON,32.250339,-94.936535
1175,GRAND SALINE,32.646573,-95.687531
1176,SHIRO,30.65991,-95.973798
1177,MIDWAY,30.959521,-95.715509
1178,SULPHUR SPRINGS,33.167979,-95.608219
1179,VAN,32.535169,-95.643977
1180,MURCHISON,32.158557,-95.643712
1181,NACOGDOCHES 2,31.723329,-94.628596
1182,DIBOLL,31.186933,-94.758734
1183,FAIRFIELD 1,31.8907,-96.1131
1184,TYLER 8,32.304235,-95.390814
1185,ATHENS 1,32.244008,-95.807608
1186,BUFFALO,31.473728,-96.009175
1187,RUSK,31.779325,-95.19267
1188,WINONA,32.482238,-95.106353
1189,FAIRFIELD 2,31.8206,-96.0544
1190,CUSHING 2,31.796249,-94.85434
1191,NACOGDOCHES 3,31.631742,-94.740721
1192,FAIRFIELD 3,31.782559,-96.093621
1193,TRINIDAD 2,32.160767,-96.195272
1194,DIKE,33.21732,-95.4621
1195,JEWETT 1,31.4219,-96.2525
1196,PALESTINE 2,31.946003,-95.813468
1197,EMORY,32.880733,-95.749061
1198,MT. ENTERPRISE,32.017826,-94.619743
1199,TYLER 9,32.413107,-95.443348
1200,FRANKLIN,31.1803,-96.4866
1201,TYLER 3,32.418412,-95.21307
1202,ELKHART,31.606693,-95.58334
1203,WORTHAM,31.896737,-96.467327
1204,OAKWOOD,31.557267,-95.863721
1205,COOKVILLE,33.241961,-94.857848
1206,COLLEGE STATION 1,30.561385,-96.272583
1207,EDGEWOOD,32.715013,-95.854461
1208,CUSHING 1,31.832132,-94.90064
1209,TYLER 2,32.301523,-95.177964
1210,ALTO,31.61295,-95.06209
1211,CALVERT,31.09828,-96.66368
1212,JEWETT 2,31.32952,-96.152778
1213,NAVASOTA,30.369294,-96.054766
1214,MOUNT PLEASANT 2,33.284418,-95.163557
1215,SCROGGINS,33.024442,-95.197098
1216,WILLS POINT,32.703269,-95.994666
1217,ATHENS 2,32.094348,-95.906047
1218,POINT,32.989261,-95.912936
1219,LUFKIN 2,31.301706,-94.641414
1220,JACKSONVILLE 1,31.93985,-94.989834
1221,CROCKETT,31.188898,-95.255739
1222,HENDERSON 1,31.925449,-94.704029
1223,BRYAN 3,30.797736,-96.312084
1224,JACKSONVILLE 2,31.945137,-95.25698
1225,BRYAN 5,30.743004,-96.548436
1226,MALAKOFF,32.12747,-96.01423
1227,CUMBY,33.098096,-95.803234
1228,NACOGDOCHES 1,31.509051,-94.527216
1229,MOUNT PLEASANT 1,33.0917,-95.0417
1230,TEAGUE,31.4789,-96.229757
1231,TYLER 7,32.235066,-95.321028
1232,TYLER 6,32.362434,-95.315262
1233,YANTIS,32.925093,-95.568154
1234,POLLOK,31.390774,-95.126653
1235,TYLER 1,32.362631,-95.086688
1236,COLLEGE STATION 2,30.617778,-96.343333
1237,HEARNE,30.881424,-96.62542
1238,MOUNT VERNON,33.201315,-95.319229
1239,IOLA,30.705329,-96.069829
1240,STREETMAN,31.76524,-96.329922
1241,COMO,33.01419,-95.460935
1242,HENDERSON 2,32.239409,-94.728328
1243,TRINIDAD 1,32.124519,-96.101277
1244,ZAVALLA,31.138382,-94.375214
1245,GRAPELAND,31.417425,-95.481652
1246,BRYAN 2,30.64741,-96.372316
1247,CANTON,32.518146,-95.888865
1248,TYLER 5,32.469555,-95.307879
1249,BREMOND,31.091925,-96.69503
1250,BRYAN 1,30.7217,-96.4608
1251,IND W TWFV 0,31.843422,-102.868295
1252,IND W TWFV 1,31.624,-101.65
1253,IND W TWFV 2,31.703258,-102.701206
1254,IND W TWFV 3,32.460054,-102.672809
1255,IND W TWFV 4,32.377,-101.368
1256,IND W TWFV 5,31.683,-101.152
1257,IND W TWFV 6,32.055,-101.46
1258,IND W TWFV 7,32.22,-102.68
1259,IND W TWFV 8,32.239,-101.014
1260,IND W TWFV 9,31.7983,-101.9043
1261,IND W TWFV 10,32.21,-102.314
1262,IND W TWFV 11,32.271,-102.1
1263,IND W TWFV 12,32.173,-101.28
1264,IND W TWFV 13,32.414,-101.558
1265,IND W TWFV 14,31.726,-101.836
1266,IND W TWFV 15,31.939,-102.78
1267,IND W TWFV 16,32.411,-101.826
1268,IND W TWFV 17,31.865,-102.426
1269,IND W TWFV 18,32.309,-101.902
1270,IND W TWFV 19,32.319,-101.362
1271,TATUM 1,32.2606,-94.5706
1272,POOLVILLE 1,33.0583,-97.9103
1273,WHARTON 3,29.2878,-96.0683
1274,TULIA 1,34.485162,-101.971401
1275,EL CAMPO 1,29.013637,-96.220536
1276,RIESEL 3,31.461242,-96.824928
1277,RANKIN 1,31.171652,-101.881147
1278,GRANBURY 4,32.403056,-97.700556
1279,ROBERT LEE 1,31.79261,-100.69729
1280,DAWN 1,34.913,-102.2706
1281,BASTROP 1,30.1478,-97.2714
1282,OZONA 1,30.91,-101.263
1283,KRESS 1,34.4067,-101.59661
1284,GRAHAM 1,33.119213,-98.852577
1285,EL CAMPO 2,29.02939,-96.2362
1286,SNYDER 3,32.883528,-100.746389
1287,SNYDER 4,32.901081,-100.982695
1288,ANDREWS 1,32.116388,-102.528333
1289,OLD OCEAN 1,29.0728,-95.745
1290,SULPHUR SPRINGS 1,33.22392,-95.730767
