bus,sub,lat,lon
5338,614,32.56207,-97.631011
5339,615,32.959922,-97.148582
5340,616,32.786796,-96.819971
5341,617,33.068473,-96.963806
5344,618,32.893295,-96.864339
5345,619,32.022461,-97.133361
5346,620,32.707831,-97.338265
5347,621,32.556004,-99.164736
5348,622,32.18398,-97.07141
5349,623,32.617663,-96.778058
5350,624,32.857617,-96.576325
5351,624,32.857617,-96.576325
5352,625,32.792244,-96.744003
5353,626,32.643212,-96.916468
5354,627,32.725663,-96.558988
5355,628,32.302367,-97.037219
5356,629,32.964607,-96.649686
5357,630,33.114327,-96.693964
5358,631,31.474378,-96.957149
5359,631,31.474378,-96.957149
5360,631,31.474378,-96.957149
5361,632,33.1964,-97.9208
5362,632,33.1964,-97.9208
5370,633,33.081367,-97.061017
5371,634,32.552083,-96.539931
5372,635,32.925283,-96.8368
5373,636,32.803436,-97.267376
5374,637,32.716601,-96.620085
5375,638,32.6785,-97.330511
5376,639,32.676238,-96.936565
5377,640,31.112884,-97.729602
5378,641,31.539723,-97.195009
5379,642,32.859685,-97.291523
5380,643,32.32,-96.675
5381,643,32.32,-96.675
5382,643,32.32,-96.675
5383,643,32.32,-96.675
5384,644,32.710306,-96.678549
5385,644,32.710306,-96.678549
5386,645,32.991557,-96.663063
5387,646,32.742058,-97.38173
5388,647,31.620954,-97.09851
5389,647,31.620954,-97.09851
5390,648,30.998647,-97.259017
5391,648,30.998647,-97.259017
5393,649,31.694792,-97.374883
5394,650,32.7683,-99.4228
5395,650,32.7683,-99.4228
5396,650,32.7683,-99.4228
5397,650,32.7683,-99.4228
5399,650,32.7683,-99.4228
5400,651,33.245879,-96.631295
5401,652,32.33422,-97.731686
5402,652,32.33422,-97.731686
5403,652,32.33422,-97.731686
5404,652,32.33422,-97.731686
5405,652,32.33422,-97.731686
5407,653,31.819958,-97.517494
5408,654,33.174219,-96.356004
5409,655,32.689222,-97.18913
5410,656,31.009641,-97.746417
5411,656,31.009641,-97.746417
5412,657,33.012135,-96.534936
5413,658,32.6581,-98.3103
5414,658,32.6581,-98.3103
5415,658,32.6581,-98.3103
5416,658,32.6581,-98.3103
5417,658,32.6581,-98.3103
5418,658,32.6581,-98.3103
5419,658,32.6581,-98.3103
5420,659,32.975361,-97.310486
5421,660,33.066219,-96.309004
5422,661,33.019646,-96.961986
5425,662,32.813576,-96.878036
5426,663,32.366686,-96.245039
5427,664,32.360829,-96.915523
5428,665,32.8172,-97.180586
5429,666,32.816503,-97.359532
5430,667,32.754964,-97.791085
5431,668,32.943901,-96.452875
5432,669,32.848403,-97.903219
5433,670,32.7283,-97.2192
5434,671,33.00085,-97.444409
5435,672,32.600503,-98.17276
5436,673,32.930338,-96.787496
5437,674,31.696619,-97.073707
5438,675,32.7811,-97.354585
5439,676,32.372201,-96.784944
5440,677,32.722844,-97.080239
5441,678,32.652918,-97.379538
5442,679,32.749099,-97.272957
5443,680,32.728688,-97.317801
5444,681,32.4302,-97.0537
5445,681,32.4302,-97.0537
5446,682,31.453501,-97.195339
5447,683,32.639649,-97.217476
5448,684,32.664953,-97.024692
5449,684,32.664953,-97.024692
5450,685,33.285118,-96.566247
5451,686,31.219045,-97.968224
5452,686,31.219045,-97.968224
5453,687,32.3994,-97.4078
5454,688,33.004305,-96.075913
5455,689,33.372433,-97.669953
5456,690,32.116953,-98.98514
5457,691,32.891787,-97.149641
5458,692,30.884326,-97.378809
5459,692,30.884326,-97.378809
5461,693,31.137885,-97.373626
5462,694,32.660862,-96.840948
5463,695,32.825907,-96.966915
5464,696,33.146336,-96.856347
5465,696,33.146336,-96.856347
5466,697,31.467983,-97.735272
5467,698,32.787742,-96.79939
5468,699,32.703913,-96.871889
5469,700,32.708639,-97.363495
5470,701,31.529664,-97.260442
5471,702,32.371306,-98.377389
5472,703,33.169139,-99.266006
5473,704,32.266222,-97.655141
5474,705,31.86976,-97.01498
5475,706,32.414944,-97.196367
5476,707,32.043193,-96.350943
5477,708,31.050856,-97.644625
5478,709,32.796608,-96.954903
5479,710,32.532666,-97.306547
5480,710,32.532666,-97.306547
5481,711,32.63587,-97.503481
5482,712,32.835893,-96.795514
5483,713,32.88659,-97.208384
5484,714,32.006925,-99.290758
5485,715,32.122927,-96.723661
6001,716,29.47982,-98.29926
6002,717,29.65235,-98.656213
6003,718,30.1456,-97.2708
6004,718,30.1456,-97.2708
6005,718,30.1456,-97.2708
6006,718,30.1456,-97.2708
6007,718,30.1456,-97.2708
6008,718,30.1456,-97.2708
6011,719,29.600453,-98.047576
6012,720,30.303885,-97.218899
6013,721,29.371436,-98.593411
6014,722,29.700745,-97.301328
6015,723,29.283035,-98.737267
6016,724,29.460646,-98.571279
6017,725,29.575004,-98.220552
6018,726,30.228276,-97.618833
6019,727,30.293268,-97.76605
6020,728,30.558,-98.3721
6021,729,30.562551,-97.907897
6022,729,30.562551,-97.907897
6023,729,30.562551,-97.907897
6024,730,30.304265,-97.685722
6025,731,29.590028,-98.525262
6026,732,29.341337,-98.705628
6027,733,30.41432,-97.35518
6028,734,30.216168,-97.856006
6029,735,28.952237,-97.887161
6030,736,29.202338,-97.076333
6031,736,29.202338,-97.076333
6032,737,30.319748,-97.958224
6033,738,30.41217,-97.57405
6034,738,30.41217,-97.57405
6035,738,30.41217,-97.57405
6036,739,29.585862,-98.406811
6037,739,29.585862,-98.406811
6038,740,30.293424,-97.784408
6039,740,30.293424,-97.784408
6040,740,30.293424,-97.784408
6043,741,29.462006,-98.676785
6044,742,29.4151,-98.459123
6045,743,29.5889,-98.6139
6046,743,29.5889,-98.6139
6047,743,29.5889,-98.6139
6055,744,29.903262,-98.556446
6056,745,29.696878,-98.070726
6057,745,29.696878,-98.070726
6058,745,29.696878,-98.070726
6059,746,29.285285,-99.329182
6060,747,29.697453,-98.486728
6061,748,30.382481,-97.673467
6062,749,30.215075,-96.410272
6063,749,30.215075,-96.410272
6064,749,30.215075,-96.410272
6065,750,30.773295,-98.04518
6066,751,29.6244,-98.1419
6067,751,29.6244,-98.1419
6068,751,29.6244,-98.1419
6069,751,29.6244,-98.1419
6070,751,29.6244,-98.1419
6071,751,29.6244,-98.1419
6072,751,29.6244,-98.1419
6073,751,29.6244,-98.1419
6074,751,29.6244,-98.1419
6075,752,29.9172,-96.7506
6076,752,29.9172,-96.7506
6077,752,29.9172,-96.7506
6078,752,29.9172,-96.7506
6079,752,29.9172,-96.7506
6080,752,29.9172,-96.7506
6081,753,30.555288,-98.257593
6082,753,30.555288,-98.257593
6083,753,30.555288,-98.257593
6084,754,30.557044,-97.690286
6091,755,30.034449,-98.142776
6092,756,29.476954,-97.448924
6093,757,29.690514,-98.401812
6094,758,29.627214,-98.427068
6095,759,30.560042,-97.546124
6096,760,29.69611,-97.470663
6097,761,29.588638,-98.474585
6098,762,30.38798,-97.706853
6099,763,29.460597,-98.438554
6100,764,29.353553,-98.238308
6101,765,30.02547,-96.9945
6102,765,30.02547,-96.9945
6103,765,30.02547,-96.9945
6104,765,30.02547,-96.9945
6105,765,30.02547,-96.9945
6106,765,30.02547,-96.9945
6107,766,30.565871,-97.064032
6108,766,30.565871,-97.064032
6109,766,30.565871,-97.064032
6112,767,29.1998,-98.842165
6113,768,30.270569,-97.742589
6114,769,29.471464,-98.617755
6115,770,29.556038,-98.360283
6116,771,30.41477,-97.35701
6117,772,30.013899,-97.182148
6118,773,30.503949,-97.8242
6119,773,30.503949,-97.8242
6120,773,30.503949,-97.8242
6121,774,29.537264,-98.487882
6122,775,29.380036,-96.836189
6123,776,30.355657,-97.644682
6124,777,29.758823,-98.190462
6125,778,29.293499,-98.057016
6126,779,30.178419,-97.888662
6127,780,30.891129,-96.907601
6128,781,29.305467,-98.531136
6129,782,29.678291,-99.316592
6130,783,30.132806,-97.874687
6131,784,29.89476,-98.390967
6132,785,30.32223,-97.740167
6133,786,29.727617,-97.15845
6134,787,30.710857,-97.413885
6135,788,30.043016,-96.699188
6136,789,30.647924,-97.753177
6137,790,30.3899,-97.9073
6138,791,29.689692,-98.911216
6139,792,29.844013,-97.357996
6140,793,30.818633,-97.502485
6141,794,29.4289,-98.3433
6142,794,29.4289,-98.3433
6143,794,29.4289,-98.3433
6150,795,29.545289,-98.556564
6151,796,29.686278,-96.933605
6152,797,29.257046,-98.384045
6153,797,29.257046,-98.384045
6154,798,30.224134,-98.134815
6155,799,29.271667,-98.444722
6156,800,30.581216,-98.208732
6157,801,29.747683,-98.65027
6158,802,30.286936,-96.189365
6159,803,29.547068,-98.262642
6160,804,30.269969,-97.683557
6161,805,29.593056,-97.973215
6162,805,29.593056,-97.973215
6163,805,29.593056,-97.973215
6164,805,29.593056,-97.973215
6165,805,29.593056,-97.973215
6166,805,29.593056,-97.973215
6167,805,29.593056,-97.973215
6168,806,29.43445,-98.61765
6169,807,29.357251,-98.886655
6170,807,29.357251,-98.886655
6171,807,29.357251,-98.886655
6172,808,29.097035,-97.282413
6173,808,29.097035,-97.282413
6174,809,29.49163,-98.397127
6175,810,30.2867,-97.7356
6176,811,30.111915,-98.033573
6177,812,29.537782,-98.734752
6178,812,29.537782,-98.734752
6179,813,29.660485,-98.583454
6180,814,29.350393,-98.10703
6181,815,30.339696,-97.523512
6182,816,29.3525,-98.5761
6183,817,30.167624,-96.923038
6184,818,30.268138,-97.86919
6185,819,30.261084,-97.959435
6186,820,30.430749,-97.840085
6187,821,30.418557,-97.802545
6188,822,29.695979,-96.42546
6189,822,29.695979,-96.42546
6190,823,29.5649,-97.083825
6191,824,29.620088,-98.334481
6192,825,30.541565,-96.676232
6193,825,30.541565,-96.676232
6194,826,30.126966,-97.739969
6195,827,30.024253,-96.451051
6196,828,29.940066,-97.568294
6197,829,29.501708,-98.569451
6198,829,29.501708,-98.569451
6199,829,29.501708,-98.569451
6200,830,29.43993,-98.458718
6201,831,29.387986,-98.526019
6202,832,29.659595,-97.785202
6203,833,29.488906,-98.456235
6204,834,29.44123,-98.480515
6205,835,30.16711,-97.823998
6206,836,30.354823,-96.840158
6207,837,30.449996,-97.971806
6208,838,30.429937,-97.717796
6209,839,29.501055,-98.853494
6210,840,30.556,-98.3384
6211,840,30.556,-98.3384
6212,840,30.556,-98.3384
6213,840,30.556,-98.3384
6214,840,30.556,-98.3384
6217,841,30.37835,-97.951209
6218,842,29.871471,-97.676772
6219,843,30.351538,-97.732571
6220,844,29.538074,-98.415198
6221,845,28.867033,-98.240425
6222,846,30.206844,-97.79742
6223,846,30.206844,-97.79742
6224,847,30.402654,-97.761064
6225,848,29.464611,-98.493653
6226,849,30.182914,-98.566548
6227,850,30.243032,-97.765081
6228,851,29.880162,-97.966164
6229,851,29.880162,-97.966164
6230,851,29.880162,-97.966164
6231,852,30.078514,-97.838012
6232,853,30.150985,-97.607312
6233,854,30.3033,-97.6128
6234,855,29.400889,-98.730674
6235,855,29.400889,-98.730674
6236,855,29.400889,-98.730674
6237,856,30.960219,-97.12452
6238,857,30.230475,-97.714082
6239,858,29.308056,-98.3242
6240,858,29.308056,-98.3242
6241,858,29.308056,-98.3242
6242,858,29.308056,-98.3242
6243,858,29.308056,-98.3242
6250,859,29.518637,-98.362961
6251,860,29.971139,-98.228231
6252,861,30.402261,-98.359569
6253,862,28.857734,-97.428562
6254,863,30.2098,-97.6129
6255,863,30.2098,-97.6129
6256,863,30.2098,-97.6129
6257,863,30.2098,-97.6129
6258,863,30.2098,-97.6129
6259,863,30.2098,-97.6129
6260,863,30.2098,-97.6129
6261,864,29.391283,-98.618734
6262,865,30.748955,-97.875708
6263,866,28.733411,-97.894958
6264,866,28.733411,-97.894958
6265,867,29.129714,-97.311236
6275,868,29.395776,-98.464401
6276,869,29.243915,-98.622442
6277,870,29.875,-97.807
6278,870,29.875,-97.807
6279,871,29.54277,-97.937078
6280,871,29.54277,-97.937078
6281,872,29.525969,-98.277499
6282,873,30.430044,-98.112655
6283,874,29.43659,-98.205116
6284,875,29.271,-98.456
6285,876,29.859217,-98.706275
6286,876,29.859217,-98.706275
6287,877,29.422404,-98.525943
6288,877,29.422404,-98.525943
6289,878,30.348236,-97.768136
6290,879,30.492379,-97.748312
6291,880,29.624725,-98.624048
6292,881,30.1458,-97.55
6293,881,30.1458,-97.55
6294,881,30.1458,-97.55
6295,881,30.1458,-97.55
6296,881,30.1458,-97.55
6297,881,30.1458,-97.55
6298,882,29.7806,-97.9894
6299,882,29.7806,-97.9894
6300,882,29.7806,-97.9894
6301,882,29.7806,-97.9894
6302,882,29.7806,-97.9894
6303,882,29.7806,-97.9894
6304,882,29.7806,-97.9894
6306,883,30.331818,-97.704294
6307,884,29.421133,-98.570938
6308,885,29.427375,-99.141134
6309,885,29.427375,-99.141134
6310,886,29.474147,-98.348083
6311,887,29.806557,-96.686537
6312,888,29.44665,-98.387361
6313,889,30.321025,-97.884751
6314,890,29.769466,-98.453225
6315,891,30.841795,-97.809699
6316,891,30.841795,-97.809699
6319,891,30.841795,-97.809699
6320,892,29.418151,-98.394314
6321,893,29.073446,-98.080406
6322,893,29.073446,-98.080406
6323,894,29.404404,-98.505028
6324,895,29.309722,-98.3203
6325,896,30.852653,-97.148898
6326,897,30.471301,-96.438114
6327,898,29.488624,-96.652467
6328,899,29.972312,-98.904706
6329,900,28.871642,-97.696944
6330,901,30.183798,-97.684275
6331,902,30.458396,-97.755344
6332,903,29.609914,-98.746764
6333,904,29.503453,-98.664636
6334,904,29.503453,-98.664636
6335,904,29.503453,-98.664636
6336,905,29.707222,-99.095171
6337,906,29.516401,-98.52303
6338,907,30.700385,-96.83055
6339,908,30.094098,-97.495104
6340,909,29.428917,-97.735834
6341,910,30.1223,-96.258442
6342,911,30.501747,-97.647206
6343,911,30.501747,-97.647206
6344,911,30.501747,-97.647206
6345,912,30.289963,-97.714696
6346,360,29.070547,-98.48181
6349,914,30.397351,-97.842586
6350,914,30.397351,-97.842586
6351,914,30.397351,-97.842586
6352,915,29.634097,-98.497426
6353,916,30.543356,-97.64559
6354,917,30.534355,-97.725618
6355,917,30.534355,-97.725618
6356,918,29.468413,-98.528889
6357,919,29.135837,-99.168888
6358,920,30.659122,-97.618195
6359,921,30.800718,-98.283025
6360,921,30.800718,-98.283025
7001,922,28.83905,-96.889623
7002,923,29.72475,-95.176479
7003,923,29.72475,-95.176479
7004,923,29.72475,-95.176479
7005,923,29.72475,-95.176479
7006,923,29.72475,-95.176479
7007,923,29.72475,-95.176479
7008,923,29.72475,-95.176479
7009,923,29.72475,-95.176479
7010,924,30.086834,-95.990493
7011,925,30.28584,-95.312397
7012,926,29.687606,-95.95226
7013,927,29.97967,-95.572835
7014,928,29.8108,-95.2539
7016,929,29.8161,-95.10773
7017,930,29.815893,-95.522964
7018,931,28.8947,-97.135
7019,931,28.8947,-97.135
7020,931,28.8947,-97.135
7021,931,28.8947,-97.135
7022,931,28.8947,-97.135
7023,931,28.8947,-97.135
7024,931,28.8947,-97.135
7026,932,29.49233,-94.98483
7027,933,30.100394,-95.356377
7028,934,29.652393,-95.521183
7029,935,28.5105,-96.7706
7030,935,28.5105,-96.7706
7031,935,28.5105,-96.7706
7032,935,28.5105,-96.7706
7033,935,28.5105,-96.7706
7034,935,28.5105,-96.7706
7035,936,30.307375,-95.438548
7036,936,30.307375,-95.438548
7037,937,29.670004,-95.708089
7038,937,29.670004,-95.708089
7039,937,29.670004,-95.708089
7040,938,30.054436,-94.921994
7041,938,30.054436,-94.921994
7042,939,28.7883,-97.01
7043,939,28.7883,-97.01
7044,939,28.7883,-97.01
7045,939,28.7883,-97.01
7046,939,28.7883,-97.01
7047,940,29.837561,-95.733756
7048,940,29.837561,-95.733756
7049,940,29.837561,-95.733756
7050,941,30.156257,-95.74926
7051,942,29.8634,-95.341409
7052,943,29.600434,-95.515549
7053,944,29.4731,-95.6244
7054,945,29.883214,-95.111345
7055,946,29.724893,-95.363752
7056,947,30.194985,-95.548211
7057,947,30.194985,-95.548211
7058,948,28.6917,-96.5417
7059,948,28.6917,-96.5417
7060,948,28.6917,-96.5417
7061,948,28.6917,-96.5417
7062,948,28.6917,-96.5417
7063,948,28.6917,-96.5417
7064,948,28.6917,-96.5417
7065,948,28.6917,-96.5417
7066,948,28.6917,-96.5417
7067,949,29.911171,-95.341182
7068,950,29.122,-96.276
7069,950,29.122,-96.276
7070,951,29.619365,-95.191192
7071,952,28.444644,-96.491788
7072,953,29.456766,-95.031051
7073,954,29.310535,-94.775768
7074,954,29.310535,-94.775768
7075,955,29.723185,-95.128856
7076,956,29.75,-94.9256
7077,956,29.75,-94.9256
7078,956,29.75,-94.9256
7079,956,29.75,-94.9256
7080,956,29.75,-94.9256
7083,957,29.50069,-95.08195
7084,957,29.50069,-95.08195
7085,958,29.263123,-95.258004
7086,959,29.739444,-95.194722
7087,960,29.620312,-95.605693
7088,961,29.64609,-95.794526
7089,962,29.812687,-95.583634
7090,963,30.160534,-95.669154
7091,964,29.545325,-95.350068
7092,965,29.734813,-95.416098
7093,966,29.741325,-95.560254
7094,967,29.826448,-95.426267
7095,968,28.795,-96.0481
7096,968,28.795,-96.0481
7097,968,28.795,-96.0481
7098,968,28.795,-96.0481
7099,968,28.795,-96.0481
7100,969,29.718525,-95.274137
7101,970,29.694472,-95.649627
7102,971,30.094886,-95.585826
7103,972,29.743564,-95.30891
7104,973,29.713414,-95.134508
7105,973,29.713414,-95.134508
7106,973,29.713414,-95.134508
7107,973,29.713414,-95.134508
7108,973,29.713414,-95.134508
7109,973,29.713414,-95.134508
7110,973,29.713414,-95.134508
7111,973,29.713414,-95.134508
7112,973,29.713414,-95.134508
7116,974,29.631324,-96.076894
7117,975,29.917695,-95.489993
7118,976,30.059307,-95.470689
7119,977,29.661032,-95.229784
7120,978,29.726017,-95.638249
7123,979,28.429626,-96.574173
7124,980,29.795344,-95.36759
7125,981,29.484448,-95.621636
7126,981,29.484448,-95.621636
7127,981,29.484448,-95.621636
7128,982,30.324546,-95.505008
7129,983,28.852327,-96.556418
7130,984,29.759124,-95.009648
7131,984,29.759124,-95.009648
7132,984,29.759124,-95.009648
7133,984,29.759124,-95.009648
7134,984,29.759124,-95.009648
7135,984,29.759124,-95.009648
7136,984,29.759124,-95.009648
7137,984,29.759124,-95.009648
7143,985,30.161219,-95.189761
7144,986,29.6981,-95.2547
7145,987,29.9522,-95.2422
7147,988,29.652205,-95.54623
7148,989,29.89036,-95.392527
7149,990,28.695562,-96.794157
7150,991,30.471374,-95.363872
7151,991,30.471374,-95.363872
7152,992,29.733777,-95.433346
7153,993,28.623423,-96.189925
7154,994,30.188194,-95.416291
7155,995,29.685706,-95.434764
7156,996,30.062169,-95.383966
7157,996,30.062169,-95.383966
7158,997,30.053105,-95.157943
7159,998,29.9417,-95.5306
7160,998,29.9417,-95.5306
7161,998,29.9417,-95.5306
7162,998,29.9417,-95.5306
7163,998,29.9417,-95.5306
7164,998,29.9417,-95.5306
7165,998,29.9417,-95.5306
7166,998,29.9417,-95.5306
7167,998,29.9417,-95.5306
7168,998,29.9417,-95.5306
7169,998,29.9417,-95.5306
7170,998,29.9417,-95.5306
7171,999,29.378097,-94.932773
7172,999,29.378097,-94.932773
7173,1000,30.046777,-95.221022
7174,1001,29.573552,-95.130613
7175,1002,30.040876,-95.528919
7176,1002,30.040876,-95.528919
7177,1002,30.040876,-95.528919
7178,1003,29.934695,-95.394872
7179,1004,29.537301,-95.474615
7180,1005,29.798249,-95.416933
7181,1006,29.881487,-95.452619
7182,1007,29.792687,-96.012215
7183,1008,29.701847,-95.534537
7184,1009,29.480277,-95.620277
7185,1009,29.480277,-95.620277
7186,1010,29.721048,-95.39536
7187,1010,29.721048,-95.39536
7188,1010,29.721048,-95.39536
7198,1011,30.061727,-95.681504
7199,1012,29.997775,-95.669444
7200,1012,29.997775,-95.669444
7201,1012,29.997775,-95.669444
7202,1013,30.099931,-96.065554
7203,1014,29.137519,-95.667972
7204,1015,29.6744,-94.9139
7205,1015,29.6744,-94.9139
7206,1015,29.6744,-94.9139
7213,1016,29.303555,-95.032327
7214,1017,29.66688,-95.335133
7215,1018,30.178248,-95.50096
7216,1019,29.771545,-95.411083
7217,1020,29.773179,-95.314327
7218,1021,30.306163,-95.68639
7219,1022,29.45527,-96.088253
7220,1023,29.670869,-95.58599
7221,1024,29.699688,-95.584817
7222,1025,29.721825,-95.318275
7223,1026,29.988446,-95.531201
7224,1027,29.703454,-95.398317
7225,1028,29.8586,-95.580768
7226,1029,29.656113,-95.378696
7227,1030,29.827486,-95.65992
7228,1030,29.827486,-95.65992
7229,1030,29.827486,-95.65992
7230,1031,29.537482,-95.969548
7231,1032,29.613602,-95.11937
7232,1033,29.378697,-94.943829
7233,1034,30.079593,-95.932264
7234,1035,30.106685,-95.297121
7235,1036,29.93433,-95.74763
7236,1037,29.987805,-95.353412
7237,1038,29.560311,-95.98036
7238,1039,30.075658,-94.733441
7239,1040,29.868546,-94.603021
7240,1041,29.647267,-95.451516
7241,1042,29.771225,-95.511751
7242,1043,29.918595,-95.441194
7243,1044,29.87404,-95.018244
7244,1045,29.45566,-95.31001
7245,1046,30.00824,-95.438996
7246,1047,29.909215,-95.651234
7247,1048,29.191,-95.663
7248,1049,29.736295,-95.523292
7249,1050,29.800187,-95.328888
7250,1051,29.753624,-95.35981
7251,1052,30.047619,-95.833733
7252,1053,29.228486,-95.427444
7253,1053,29.228486,-95.427444
7254,1054,30.377954,-95.37714
7255,1055,29.74097,-95.391302
7256,1056,29.583542,-95.460693
7257,1057,29.561554,-95.279739
7258,1058,29.740079,-95.446409
7259,1059,29.586959,-95.225601
7260,1060,29.848372,-95.016398
7261,1061,28.8433,-95.8631
7262,1061,28.8433,-95.8631
7263,1062,29.6225,-95.0458
7264,1062,29.6225,-95.0458
7265,1062,29.6225,-95.0458
7266,1062,29.6225,-95.0458
7267,1062,29.6225,-95.0458
7268,1062,29.6225,-95.0458
7269,1062,29.6225,-95.0458
7271,1063,29.848463,-95.977102
7272,1064,29.618714,-95.324221
7273,1065,29.426389,-94.976667
7274,1066,28.67673,-97.198682
7275,1066,28.67673,-97.198682
7276,1067,29.83159,-95.379553
7277,1068,29.109147,-96.528761
7278,1069,29.7731,-94.9019
7279,1069,29.7731,-94.9019
7280,1069,29.7731,-94.9019
7281,1069,29.7731,-94.9019
7282,1070,29.751645,-94.92312
7283,1070,29.751645,-94.92312
7284,1070,29.751645,-94.92312
7285,1070,29.751645,-94.92312
7286,1070,29.751645,-94.92312
7290,1071,30.123428,-95.517064
7291,1072,30.017301,-95.286217
7292,1073,29.943892,-95.531254
7293,1074,29.364468,-95.131078
7294,1075,29.506866,-94.520121
7295,1076,29.999296,-95.400207
7296,1077,29.776093,-95.603037
7297,1078,29.64536,-95.45169
7298,1079,29.830024,-95.474409
7299,1080,29.397447,-96.384508
7300,1081,30.221853,-95.338811
7301,1082,29.53864,-95.1361
7302,1083,28.933093,-95.734948
7303,1084,28.85788,-96.353868
7304,1085,29.289415,-96.065399
7305,1085,29.289415,-96.065399
7306,1085,29.289415,-96.065399
7307,1085,29.289415,-96.065399
7308,1085,29.289415,-96.065399
7309,1085,29.289415,-96.065399
7312,1086,29.002,-95.394
7313,1086,29.002,-95.394
7314,1087,29.987117,-96.252942
7315,1088,29.853215,-95.831456
7316,1089,29.61065,-95.386863
7317,1090,29.515074,-95.192133
7318,1091,29.62042,-95.268939
7319,1092,30.007063,-95.488362
7320,1093,28.9802,-95.342
7321,1093,28.9802,-95.342
7322,1093,28.9802,-95.342
7323,1093,28.9802,-95.342
7324,1093,28.9802,-95.342
7325,1093,28.9802,-95.342
7326,1093,28.9802,-95.342
7327,1094,29.2639,-95.8997
7328,1094,29.2639,-95.8997
7329,1094,29.2639,-95.8997
7330,1095,29.704019,-95.460905
7331,1096,29.7189,-95.2319
7332,1096,29.7189,-95.2319
7333,1096,29.7189,-95.2319
7334,1096,29.7189,-95.2319
7335,1096,29.7189,-95.2319
7336,1097,29.62431,-95.567968
7337,1098,29.042415,-96.689715
7338,1099,29.685621,-95.304159
7339,1100,29.33355,-95.82544
7340,1101,29.795148,-96.107713
7341,1102,29.74063,-95.829571
7342,1102,29.74063,-95.829571
7343,1102,29.74063,-95.829571
7344,1103,29.860021,-95.382184
7345,1104,29.647012,-95.27663
7346,1105,29.4828,-95.6311
7347,1105,29.4828,-95.6311
7348,1105,29.4828,-95.6311
7349,1105,29.4828,-95.6311
7350,1105,29.4828,-95.6311
7351,1105,29.4828,-95.6311
7352,1105,29.4828,-95.6311
7353,1105,29.4828,-95.6311
7354,1105,29.4828,-95.6311
7355,1105,29.4828,-95.6311
7356,1105,29.4828,-95.6311
7357,1105,29.4828,-95.6311
7362,1106,29.748202,-95.468948
7363,1107,29.253166,-94.924652
7364,1108,29.522218,-96.218695
7365,1109,29.862532,-95.29998
7366,1110,29.836952,-95.121744
7367,1110,29.836952,-95.121744
7368,1110,29.836952,-95.121744
7369,1110,29.836952,-95.121744
7370,1110,29.836952,-95.121744
7371,1110,29.836952,-95.121744
7372,1110,29.836952,-95.121744
7373,1110,29.836952,-95.121744
7380,1111,28.979167,-95.306944
7381,1112,29.852379,-95.254076
7382,1113,29.69843,-95.3569
7383,1114,29.364128,-95.435068
7384,1115,29.68025,-95.404913
7385,1116,29.874575,-95.527099
7386,1117,29.687947,-95.515725
7387,1118,29.994499,-95.177499
7388,1119,29.796871,-95.49165
7389,1120,30.4356,-95.5214
7390,1120,30.4356,-95.5214
7391,1120,30.4356,-95.5214
7392,1121,29.838138,-94.900661
7393,1122,29.191296,-95.967518
7394,1123,30.009659,-95.040827
7395,1124,29.853067,-95.435966
7396,1125,29.769285,-95.681292
7397,1126,29.56318,-95.80023
7398,1127,29.647916,-95.18978
7399,1128,29.75415,-95.409498
7400,1129,29.822201,-95.219429
7401,1129,29.822201,-95.219429
7402,1129,29.822201,-95.219429
7403,1130,29.7028,-95.0718
7404,1131,29.952629,-95.446609
7405,1132,29.278188,-94.83329
7406,1133,28.650278,-96.539722
7407,1133,28.650278,-96.539722
7408,1133,28.650278,-96.539722
7409,1134,29.745681,-95.742143
7410,1134,29.745681,-95.742143
7411,1135,30.136972,-95.46836
7412,1136,29.281605,-95.295533
7413,1137,29.349096,-96.191821
7414,1138,28.69637,-96.9453
7415,1138,28.69637,-96.9453
7416,1138,28.69637,-96.9453
7417,1139,29.646811,-95.450539
7418,1140,29.620736,-95.48615
7419,1141,29.7314,-95.0839
7420,1142,30.216858,-95.647214
7421,1142,30.216858,-95.647214
7422,1143,29.432362,-95.250698
7423,1143,29.432362,-95.250698
7424,1143,29.432362,-95.250698
7425,1144,29.926556,-95.603242
7426,1145,28.960572,-95.558277
7427,1146,29.750233,-95.615384
7428,1147,28.991289,-95.407481
7429,1147,28.991289,-95.407481
7430,1147,28.991289,-95.407481
7431,1148,30.233845,-95.495681
7432,1149,30.953672,-95.905344
8001,1150,31.132442,-96.13919
8002,1151,32.26754,-95.077715
8003,1152,31.136452,-95.934344
8004,1153,31.340783,-94.82617
8005,1153,31.340783,-94.82617
8006,1154,32.218325,-95.413415
8007,1155,32.11274,-95.347503
8008,1156,32.271436,-95.521442
8009,1157,30.316397,-95.84999
8010,1158,31.235882,-96.22928
8011,1159,31.93201,-95.980743
8012,1160,30.527987,-96.011435
8013,1161,32.816432,-95.424745
8014,1162,31.092367,-95.499937
8015,1163,31.230511,-94.509986
8016,1164,30.661252,-96.322612
8017,1165,32.035939,-95.418796
8018,1166,32.321937,-95.302223
8019,1166,32.321937,-95.302223
8020,1167,32.4744,-95.7156
8021,1168,31.81932,-94.520617
8022,1169,31.465312,-94.367277
8023,1170,31.365833,-94.743611
8025,1171,31.863226,-95.484612
8026,1172,32.537897,-95.435716
8027,1173,32.221577,-95.220644
8028,1174,32.250339,-94.936535
8029,1175,32.646573,-95.687531
8030,1176,30.65991,-95.973798
8031,1176,30.65991,-95.973798
